shift_id,date,shift,unit,nurse_id,nurse_name,license_type,is_charge_nurse,nurses_on_duty_total,unit_patient_count,nurse_patient_assignment,ratio_as_recorded,charge_nurse_included_error,is_shift_violation,legal_max_ratio,notes
SH-1008,2024-07-01,Night (19:00-07:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,6,29,4.83,4.83,False,False,5,
SH-1008,2024-07-01,Night (19:00-07:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,6,29,4.83,4.83,False,False,5,
SH-1008,2024-07-01,Night (19:00-07:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,6,29,4.83,4.83,False,False,5,
SH-1008,2024-07-01,Night (19:00-07:00),Med/Surg,RN-MS-007,Carlos Ruiz,LVN,False,6,29,4.83,4.83,False,False,5,
SH-1009,2024-07-01,Night (19:00-07:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,4,10,2.5,2.5,False,False,3,
SH-1009,2024-07-01,Night (19:00-07:00),Step-Down,RN-SD-003,Barry White,RN,False,4,10,2.5,2.5,False,False,3,
SH-1009,2024-07-01,Night (19:00-07:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,4,10,2.5,2.5,False,False,3,
SH-1009,2024-07-01,Night (19:00-07:00),Step-Down,RN-SD-005,Phil Owens,RN,False,4,10,2.5,2.5,False,False,3,
SH-1010,2024-07-01,Night (19:00-07:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,5,19,3.8,3.8,False,False,4,
SH-1010,2024-07-01,Night (19:00-07:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,5,19,3.8,3.8,False,False,4,
SH-1010,2024-07-01,Night (19:00-07:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,5,19,3.8,3.8,False,False,4,
SH-1010,2024-07-01,Night (19:00-07:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,5,19,3.8,3.8,False,False,4,
SH-1010,2024-07-01,Night (19:00-07:00),Telemetry,RN-TEL-006,Omar Hassan,RN,False,5,19,3.8,3.8,False,False,4,
SH-1011,2024-07-01,Night (19:00-07:00),ED,RN-ED-002,Cath Dennis,RN,False,3,9,3,3.0,False,False,4,
SH-1011,2024-07-01,Night (19:00-07:00),ED,RN-ED-003,Mike Chan,RN,False,3,9,3,3.0,False,False,4,
SH-1011,2024-07-01,Night (19:00-07:00),ED,RN-ED-004,Rosa Diaz,RN,False,3,9,3,3.0,False,False,4,
SH-1012,2024-07-01,Night (19:00-07:00),Psychiatric,RN-PSY-002,Amy West,RN,False,2,11,5.5,5.5,False,False,6,
SH-1012,2024-07-01,Night (19:00-07:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,2,11,5.5,5.5,False,False,6,
SH-1013,2024-07-02,Day (07:00-19:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,5,7,1.4,1.4,False,False,2,
SH-1013,2024-07-02,Day (07:00-19:00),ICU,RN-ICU-002,James Park,RN,False,5,7,1.4,1.4,False,False,2,
SH-1013,2024-07-02,Day (07:00-19:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,5,7,1.4,1.4,False,False,2,
SH-1013,2024-07-02,Day (07:00-19:00),ICU,RN-ICU-005,Angela Reyes,RN,False,5,7,1.4,1.4,False,False,2,
SH-1013,2024-07-02,Day (07:00-19:00),ICU,RN-ICU-006,Thomas Chen,RN,False,5,7,1.4,1.4,False,False,2,
SH-1014,2024-07-02,Day (07:00-19:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,6,27,4.5,4.5,False,False,5,
SH-1014,2024-07-02,Day (07:00-19:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,6,27,4.5,4.5,False,False,5,
SH-1014,2024-07-02,Day (07:00-19:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,6,27,4.5,4.5,False,False,5,
SH-1014,2024-07-02,Day (07:00-19:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,6,27,4.5,4.5,False,False,5,
SH-1014,2024-07-02,Day (07:00-19:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,6,27,4.5,4.5,False,False,5,
SH-1014,2024-07-02,Day (07:00-19:00),Med/Surg,RN-MS-007,Carlos Ruiz,LVN,False,6,27,4.5,4.5,False,False,5,
SH-1015,2024-07-02,Day (07:00-19:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,4,12,3,3.0,False,False,3,
SH-1015,2024-07-02,Day (07:00-19:00),Step-Down,RN-SD-003,Barry White,RN,False,4,12,3,3.0,False,False,3,
SH-1015,2024-07-02,Day (07:00-19:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,4,12,3,3.0,False,False,3,
SH-1015,2024-07-02,Day (07:00-19:00),Step-Down,RN-SD-005,Phil Owens,RN,False,4,12,3,3.0,False,False,3,
SH-1016,2024-07-02,Day (07:00-19:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,4,16,4,4.0,False,False,4,
SH-1016,2024-07-02,Day (07:00-19:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,4,16,4,4.0,False,False,4,
SH-1016,2024-07-02,Day (07:00-19:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,4,16,4,4.0,False,False,4,
SH-1016,2024-07-02,Day (07:00-19:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,4,16,4,4.0,False,False,4,
SH-1017,2024-07-02,Day (07:00-19:00),ED,RN-ED-002,Cath Dennis,RN,False,2,5,2.5,2.5,False,False,4,
SH-1017,2024-07-02,Day (07:00-19:00),ED,RN-ED-003,Mike Chan,RN,False,2,5,2.5,2.5,False,False,4,
SH-1018,2024-07-02,Day (07:00-19:00),Psychiatric,RN-PSY-002,Amy West,RN,False,3,18,6,6.0,False,False,6,
SH-1018,2024-07-02,Day (07:00-19:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,3,18,6,6.0,False,False,6,
SH-1018,2024-07-02,Day (07:00-19:00),Psychiatric,RN-PSY-004,Nina Green,RN,False,3,18,6,6.0,False,False,6,
SH-1019,2024-07-02,Night (19:00-07:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,4,7,1.75,1.75,False,False,2,
SH-1019,2024-07-02,Night (19:00-07:00),ICU,RN-ICU-002,James Park,RN,False,4,7,1.75,1.75,False,False,2,
SH-1019,2024-07-02,Night (19:00-07:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,4,7,1.75,1.75,False,False,2,
SH-1019,2024-07-02,Night (19:00-07:00),ICU,RN-ICU-005,Angela Reyes,RN,False,4,7,1.75,1.75,False,False,2,
SH-1020,2024-07-02,Night (19:00-07:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,5,25,5,5.0,False,False,5,
SH-1020,2024-07-02,Night (19:00-07:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,5,25,5,5.0,False,False,5,
SH-1020,2024-07-02,Night (19:00-07:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,5,25,5,5.0,False,False,5,
SH-1020,2024-07-02,Night (19:00-07:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,5,25,5,5.0,False,False,5,
SH-1020,2024-07-02,Night (19:00-07:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,5,25,5,5.0,False,False,5,
SH-1021,2024-07-02,Night (19:00-07:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,4,11,2.75,2.75,False,False,3,
SH-1021,2024-07-02,Night (19:00-07:00),Step-Down,RN-SD-003,Barry White,RN,False,4,11,2.75,2.75,False,False,3,
SH-1021,2024-07-02,Night (19:00-07:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,4,11,2.75,2.75,False,False,3,
SH-1021,2024-07-02,Night (19:00-07:00),Step-Down,RN-SD-005,Phil Owens,RN,False,4,11,2.75,2.75,False,False,3,
SH-1022,2024-07-02,Night (19:00-07:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,4,15,3.75,3.75,False,False,4,
SH-1022,2024-07-02,Night (19:00-07:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,4,15,3.75,3.75,False,False,4,
SH-1022,2024-07-02,Night (19:00-07:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,4,15,3.75,3.75,False,False,4,
SH-1022,2024-07-02,Night (19:00-07:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,4,15,3.75,3.75,False,False,4,
SH-1023,2024-07-02,Night (19:00-07:00),ED,RN-ED-002,Cath Dennis,RN,False,3,11,3.67,3.67,False,False,4,
SH-1023,2024-07-02,Night (19:00-07:00),ED,RN-ED-003,Mike Chan,RN,False,3,11,3.67,3.67,False,False,4,
SH-1023,2024-07-02,Night (19:00-07:00),ED,RN-ED-004,Rosa Diaz,RN,False,3,11,3.67,3.67,False,False,4,
SH-1024,2024-07-02,Night (19:00-07:00),Psychiatric,RN-PSY-002,Amy West,RN,False,3,16,5.33,5.33,False,False,6,
SH-1024,2024-07-02,Night (19:00-07:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,3,16,5.33,5.33,False,False,6,
SH-1024,2024-07-02,Night (19:00-07:00),Psychiatric,RN-PSY-004,Nina Green,RN,False,3,16,5.33,5.33,False,False,6,
SH-1025,2024-07-03,Day (07:00-19:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,4,6,1.5,1.5,False,False,2,
SH-1025,2024-07-03,Day (07:00-19:00),ICU,RN-ICU-002,James Park,RN,False,4,6,1.5,1.5,False,False,2,
SH-1025,2024-07-03,Day (07:00-19:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,4,6,1.5,1.5,False,False,2,
SH-1025,2024-07-03,Day (07:00-19:00),ICU,RN-ICU-005,Angela Reyes,RN,False,4,6,1.5,1.5,False,False,2,
SH-1026,2024-07-03,Day (07:00-19:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,6,28,4.67,4.67,False,False,5,
SH-1026,2024-07-03,Day (07:00-19:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,6,28,4.67,4.67,False,False,5,
SH-1026,2024-07-03,Day (07:00-19:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,6,28,4.67,4.67,False,False,5,
SH-1026,2024-07-03,Day (07:00-19:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,6,28,4.67,4.67,False,False,5,
SH-1026,2024-07-03,Day (07:00-19:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,6,28,4.67,4.67,False,False,5,
SH-1026,2024-07-03,Day (07:00-19:00),Med/Surg,RN-MS-007,Carlos Ruiz,LVN,False,6,28,4.67,4.67,False,False,5,
SH-1027,2024-07-03,Day (07:00-19:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,4,11,2.75,2.75,False,False,3,
SH-1027,2024-07-03,Day (07:00-19:00),Step-Down,RN-SD-003,Barry White,RN,False,4,11,2.75,2.75,False,False,3,
SH-1027,2024-07-03,Day (07:00-19:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,4,11,2.75,2.75,False,False,3,
SH-1027,2024-07-03,Day (07:00-19:00),Step-Down,RN-SD-005,Phil Owens,RN,False,4,11,2.75,2.75,False,False,3,
SH-1028,2024-07-03,Day (07:00-19:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,5,20,4,4.0,False,False,4,
SH-1028,2024-07-03,Day (07:00-19:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,5,20,4,4.0,False,False,4,
SH-1028,2024-07-03,Day (07:00-19:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,5,20,4,4.0,False,False,4,
SH-1028,2024-07-03,Day (07:00-19:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,5,20,4,4.0,False,False,4,
SH-1028,2024-07-03,Day (07:00-19:00),Telemetry,RN-TEL-006,Omar Hassan,RN,False,5,20,4,4.0,False,False,4,
SH-1029,2024-07-03,Day (07:00-19:00),ED,RN-ED-002,Cath Dennis,RN,False,2,5,2.5,2.5,False,False,4,
SH-1029,2024-07-03,Day (07:00-19:00),ED,RN-ED-003,Mike Chan,RN,False,2,5,2.5,2.5,False,False,4,
SH-1030,2024-07-03,Day (07:00-19:00),Psychiatric,RN-PSY-002,Amy West,RN,False,3,16,5.33,5.33,False,False,6,
SH-1030,2024-07-03,Day (07:00-19:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,3,16,5.33,5.33,False,False,6,
SH-1030,2024-07-03,Day (07:00-19:00),Psychiatric,RN-PSY-004,Nina Green,RN,False,3,16,5.33,5.33,False,False,6,
SH-1031,2024-07-03,Night (19:00-07:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,5,7,1.4,1.4,False,False,2,
SH-1031,2024-07-03,Night (19:00-07:00),ICU,RN-ICU-002,James Park,RN,False,5,7,1.4,1.4,False,False,2,
SH-1031,2024-07-03,Night (19:00-07:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,5,7,1.4,1.4,False,False,2,
SH-1031,2024-07-03,Night (19:00-07:00),ICU,RN-ICU-005,Angela Reyes,RN,False,5,7,1.4,1.4,False,False,2,
SH-1031,2024-07-03,Night (19:00-07:00),ICU,RN-ICU-006,Thomas Chen,RN,False,5,7,1.4,1.4,False,False,2,
SH-1032,2024-07-03,Night (19:00-07:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,5,24,4.8,4.8,False,False,5,
SH-1032,2024-07-03,Night (19:00-07:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,5,24,4.8,4.8,False,False,5,
SH-1032,2024-07-03,Night (19:00-07:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,5,24,4.8,4.8,False,False,5,
SH-1032,2024-07-03,Night (19:00-07:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,5,24,4.8,4.8,False,False,5,
SH-1032,2024-07-03,Night (19:00-07:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,5,24,4.8,4.8,False,False,5,
SH-1033,2024-07-03,Night (19:00-07:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,4,10,2.5,2.5,False,False,3,
SH-1033,2024-07-03,Night (19:00-07:00),Step-Down,RN-SD-003,Barry White,RN,False,4,10,2.5,2.5,False,False,3,
SH-1033,2024-07-03,Night (19:00-07:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,4,10,2.5,2.5,False,False,3,
SH-1033,2024-07-03,Night (19:00-07:00),Step-Down,RN-SD-005,Phil Owens,RN,False,4,10,2.5,2.5,False,False,3,
SH-1034,2024-07-03,Night (19:00-07:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,4,15,3.75,3.75,False,False,4,
SH-1034,2024-07-03,Night (19:00-07:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,4,15,3.75,3.75,False,False,4,
SH-1034,2024-07-03,Night (19:00-07:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,4,15,3.75,3.75,False,False,4,
SH-1034,2024-07-03,Night (19:00-07:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,4,15,3.75,3.75,False,False,4,
SH-1035,2024-07-03,Night (19:00-07:00),ED,RN-ED-002,Cath Dennis,RN,False,3,12,4,4.0,False,False,4,
SH-1035,2024-07-03,Night (19:00-07:00),ED,RN-ED-003,Mike Chan,RN,False,3,12,4,4.0,False,False,4,
SH-1035,2024-07-03,Night (19:00-07:00),ED,RN-ED-004,Rosa Diaz,RN,False,3,12,4,4.0,False,False,4,
SH-1036,2024-07-03,Night (19:00-07:00),Psychiatric,RN-PSY-002,Amy West,RN,False,2,9,4.5,4.5,False,False,6,
SH-1036,2024-07-03,Night (19:00-07:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,2,9,4.5,4.5,False,False,6,
SH-1037,2024-07-04,Day (07:00-19:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,5,10,2,2.0,False,False,2,
SH-1037,2024-07-04,Day (07:00-19:00),ICU,RN-ICU-002,James Park,RN,False,5,10,2,2.0,False,False,2,
SH-1037,2024-07-04,Day (07:00-19:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,5,10,2,2.0,False,False,2,
SH-1037,2024-07-04,Day (07:00-19:00),ICU,RN-ICU-005,Angela Reyes,RN,False,5,10,2,2.0,False,False,2,
SH-1037,2024-07-04,Day (07:00-19:00),ICU,RN-ICU-006,Thomas Chen,RN,False,5,10,2,2.0,False,False,2,
SH-1038,2024-07-04,Day (07:00-19:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,6,29,4.83,4.83,False,False,5,
SH-1038,2024-07-04,Day (07:00-19:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,6,29,4.83,4.83,False,False,5,
SH-1038,2024-07-04,Day (07:00-19:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,6,29,4.83,4.83,False,False,5,
SH-1038,2024-07-04,Day (07:00-19:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,6,29,4.83,4.83,False,False,5,
SH-1038,2024-07-04,Day (07:00-19:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,6,29,4.83,4.83,False,False,5,
SH-1038,2024-07-04,Day (07:00-19:00),Med/Surg,RN-MS-007,Carlos Ruiz,LVN,False,6,29,4.83,4.83,False,False,5,
SH-1039,2024-07-04,Day (07:00-19:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,4,9,2.25,2.25,False,False,3,
SH-1039,2024-07-04,Day (07:00-19:00),Step-Down,RN-SD-003,Barry White,RN,False,4,9,2.25,2.25,False,False,3,
SH-1039,2024-07-04,Day (07:00-19:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,4,9,2.25,2.25,False,False,3,
SH-1039,2024-07-04,Day (07:00-19:00),Step-Down,RN-SD-005,Phil Owens,RN,False,4,9,2.25,2.25,False,False,3,
SH-1040,2024-07-04,Day (07:00-19:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,5,19,3.8,3.8,False,False,4,
SH-1040,2024-07-04,Day (07:00-19:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,5,19,3.8,3.8,False,False,4,
SH-1040,2024-07-04,Day (07:00-19:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,5,19,3.8,3.8,False,False,4,
SH-1040,2024-07-04,Day (07:00-19:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,5,19,3.8,3.8,False,False,4,
SH-1040,2024-07-04,Day (07:00-19:00),Telemetry,RN-TEL-006,Omar Hassan,RN,False,5,19,3.8,3.8,False,False,4,
SH-1041,2024-07-04,Day (07:00-19:00),ED,RN-ED-002,Cath Dennis,RN,False,2,5,2.5,2.5,False,False,4,
SH-1041,2024-07-04,Day (07:00-19:00),ED,RN-ED-003,Mike Chan,RN,False,2,5,2.5,2.5,False,False,4,
SH-1042,2024-07-04,Day (07:00-19:00),Psychiatric,RN-PSY-002,Amy West,RN,False,2,9,4.5,4.5,False,False,6,
SH-1042,2024-07-04,Day (07:00-19:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,2,9,4.5,4.5,False,False,6,
SH-1043,2024-07-04,Night (19:00-07:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,4,8,2,2.0,False,False,2,
SH-1043,2024-07-04,Night (19:00-07:00),ICU,RN-ICU-002,James Park,RN,False,4,8,2,2.0,False,False,2,
SH-1043,2024-07-04,Night (19:00-07:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,4,8,2,2.0,False,False,2,
SH-1043,2024-07-04,Night (19:00-07:00),ICU,RN-ICU-005,Angela Reyes,RN,False,4,8,2,2.0,False,False,2,
SH-1044,2024-07-04,Night (19:00-07:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,5,23,4.6,4.6,False,False,5,
SH-1044,2024-07-04,Night (19:00-07:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,5,23,4.6,4.6,False,False,5,
SH-1044,2024-07-04,Night (19:00-07:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,5,23,4.6,4.6,False,False,5,
SH-1044,2024-07-04,Night (19:00-07:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,5,23,4.6,4.6,False,False,5,
SH-1044,2024-07-04,Night (19:00-07:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,5,23,4.6,4.6,False,False,5,
SH-1045,2024-07-04,Night (19:00-07:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,4,9,2.25,2.25,False,False,3,
SH-1045,2024-07-04,Night (19:00-07:00),Step-Down,RN-SD-003,Barry White,RN,False,4,9,2.25,2.25,False,False,3,
SH-1045,2024-07-04,Night (19:00-07:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,4,9,2.25,2.25,False,False,3,
SH-1045,2024-07-04,Night (19:00-07:00),Step-Down,RN-SD-005,Phil Owens,RN,False,4,9,2.25,2.25,False,False,3,
SH-1046,2024-07-04,Night (19:00-07:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,4,16,4,4.0,False,False,4,
SH-1046,2024-07-04,Night (19:00-07:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,4,16,4,4.0,False,False,4,
SH-1046,2024-07-04,Night (19:00-07:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,4,16,4,4.0,False,False,4,
SH-1046,2024-07-04,Night (19:00-07:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,4,16,4,4.0,False,False,4,
SH-1047,2024-07-04,Night (19:00-07:00),ED,RN-ED-002,Cath Dennis,RN,False,3,12,4,4.0,False,False,4,
SH-1047,2024-07-04,Night (19:00-07:00),ED,RN-ED-003,Mike Chan,RN,False,3,12,4,4.0,False,False,4,
SH-1047,2024-07-04,Night (19:00-07:00),ED,RN-ED-004,Rosa Diaz,RN,False,3,12,4,4.0,False,False,4,
SH-1048,2024-07-04,Night (19:00-07:00),Psychiatric,RN-PSY-002,Amy West,RN,False,2,11,5.5,5.5,False,False,6,
SH-1048,2024-07-04,Night (19:00-07:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,2,11,5.5,5.5,False,False,6,
SH-1049,2024-07-05,Day (07:00-19:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,4,8,2,2.0,False,False,2,
SH-1049,2024-07-05,Day (07:00-19:00),ICU,RN-ICU-002,James Park,RN,False,4,8,2,2.0,False,False,2,
SH-1049,2024-07-05,Day (07:00-19:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,4,8,2,2.0,False,False,2,
SH-1049,2024-07-05,Day (07:00-19:00),ICU,RN-ICU-005,Angela Reyes,RN,False,4,8,2,2.0,False,False,2,
SH-1050,2024-07-05,Day (07:00-19:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,5,22,4.4,4.4,False,False,5,
SH-1050,2024-07-05,Day (07:00-19:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,5,22,4.4,4.4,False,False,5,
SH-1050,2024-07-05,Day (07:00-19:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,5,22,4.4,4.4,False,False,5,
SH-1050,2024-07-05,Day (07:00-19:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,5,22,4.4,4.4,False,False,5,
SH-1050,2024-07-05,Day (07:00-19:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,5,22,4.4,4.4,False,False,5,
SH-1051,2024-07-05,Day (07:00-19:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,4,12,3,3.0,False,False,3,
SH-1051,2024-07-05,Day (07:00-19:00),Step-Down,RN-SD-003,Barry White,RN,False,4,12,3,3.0,False,False,3,
SH-1051,2024-07-05,Day (07:00-19:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,4,12,3,3.0,False,False,3,
