emp_id,full_name,job_title,dept_code,grade_level,years_of_service,fte_flag,pay_band,schedule_type
RGH-4132,Olivia Mitchell,Medical Records Specialist,CARD-05,GN1,6,true,PB1,day
RGH-4056,Scott Harris,IT Support Technician,CARD-05,GN2,7,true,PB3,rotating
RGH-4063,Nicholas Nelson,EVS Tech — Cardiac,CARD-04,GN1,7,false,PB3,day
RGH-4097,Samuel Lewis,Transport Aide,CARD-04,GN1,1,false,PB2,rotating
RGH-4089,Catherine Gonzalez,Supply Chain Aide,CARD-04,GN2,5,true,PB2,night
RGH-4221,Emily Anderson,Transport Aide,CARD-04,GN2,2,false,PB2,rotating
RGH-4224,Maria Bernard,Scheduling Coordinator,CARD-05,GN1,1,false,PB2,night
RGH-4021,Douglas Young,Perfusionist (Cardiac),CARD-01,GN4,11,true,PB3,day
RGH-4216,Sarah Hill,Pharmacy Liaison,CARD-04,GN1,4,true,PB3,day
RGH-4264,Pamela Sanchez,Patient Services Coordinator,CARD-04,GN1,4,true,PB1,night
RGH-4174,Helen Jones,Scheduling Coordinator,CARD-05,GN2,4,false,PB3,rotating
RGH-4137,Christine Rodriguez,Scheduling Coordinator,CARD-05,GN1,1,false,PB2,night
RGH-4150,Jonathan Scott,Pharmacy Liaison,CARD-04,GN2,1,true,PB2,rotating
RGH-4251,Jason Zhang,Pharmacy Liaison,CARD-04,GN2,8,true,PB3,rotating
RGH-4057,Carolyn Rivera,Patient Services Coordinator,CARD-04,GN2,9,true,PB3,rotating
RGH-4105,Diane Hill,Documentation Specialist,CARD-05,GN2,7,true,PB1,day
RGH-4133,Timothy Hernandez,"Administrative Coordinator, Cardiology",CARD-04,GN2,5,true,PB3,rotating
RGH-4033,Anthony Singh,CNS Cardiology,CARD-01,GN4,5,true,PB3,night
RGH-4029,Karen Lopez,Monitoring Tech — Cardiology,CARD-03,GN3,16,true,PB3,rotating
RGH-4006,Julie Wright,Echo Tech,CARD-06,GN3,3,true,PB4,rotating
RGH-4232,Benjamin Durand,"Administrative Coordinator, Cardiology",CARD-04,GN1,6,false,PB1,day
RGH-4182,Eric Nguyen,Transport Aide,CARD-04,GN2,5,true,PB3,night
RGH-4206,Debra Baker,EVS Tech — Cardiac,CARD-04,GN2,8,false,PB1,day
RGH-4051,Christine Okonkwo,Medical Records Specialist,CARD-05,GN1,6,true,PB3,rotating
RGH-4076,Thomas Wilson,Documentation Specialist,CARD-05,GN2,1,true,PB3,day
RGH-4129,Elizabeth Rivera,"Administrative Coordinator, Cardiology",CARD-04,GN1,7,false,PB3,night
RGH-4080,Gregory Robinson,Transport Aide,CARD-04,GN2,9,false,PB2,night
RGH-4131,Donald Moore,Patient Services Coordinator,CARD-04,GN2,1,false,PB3,day
RGH-4245,Mark Moreau,Transport Aide,CARD-04,GN1,0,false,PB3,day
RGH-4014,Nancy Moore,EP Physician,CARD-02,GN5,5,true,PB5,night
RGH-4100,Anthony Baker,Patient Services Coordinator,CARD-04,GN1,8,false,PB1,rotating
RGH-4058,Jacob Taylor,EVS Tech — Cardiac,CARD-04,GN2,3,true,PB3,night
RGH-4248,Anthony Young,Supply Chain Aide,CARD-04,GN1,4,false,PB3,day
RGH-4151,Rachel Martinez,IT Support Technician,CARD-05,GN2,3,false,PB1,rotating
RGH-4064,Mark Perez,"Administrative Coordinator, Cardiology",CARD-04,GN1,4,false,PB1,day
RGH-4184,Julie Mehta,Scheduling Coordinator,CARD-05,GN2,7,true,PB2,day
RGH-4274,Ronald Gonzalez,IT Support Technician,CARD-05,GN2,2,false,PB3,rotating
RGH-4198,Joseph Wright,Documentation Specialist,CARD-05,GN1,7,false,PB2,day
RGH-4115,Matthew Thomas,Transport Aide,CARD-04,GN2,2,true,PB2,night
RGH-4116,Daniel Allen,Supply Chain Aide,CARD-04,GN1,3,false,PB2,rotating
RGH-4040,Joseph Wilson,Echocardiography Sonographer,CARD-06,GN4,10,true,PB3,night
RGH-4186,Catherine King,Supply Chain Aide,CARD-04,GN1,5,false,PB1,night
RGH-4211,Sarah Hernandez,Transport Aide,CARD-04,GN2,2,false,PB1,day
RGH-4175,Brandon Davis,Supply Chain Aide,CARD-04,GN1,3,false,PB2,day
RGH-4169,Kimberly Okonkwo,Documentation Specialist,CARD-05,GN1,3,false,PB3,rotating
RGH-4022,Donald Brown,Perfusionist (Cardiac),CARD-01,GN4,6,true,PB4,rotating
RGH-4094,Robert Wilson,Patient Services Coordinator,CARD-04,GN2,7,false,PB1,rotating
RGH-4176,Douglas Torres,Scheduling Coordinator,CARD-05,GN1,8,true,PB3,rotating
RGH-4049,Maria Lewis,EVS Tech — Cardiac,CARD-04,GN2,6,false,PB3,rotating
RGH-4265,Pamela Lopez,IT Support Technician,CARD-05,GN1,3,false,PB2,night
RGH-4258,Barbara Nelson,IT Support Technician,CARD-05,GN2,1,false,PB2,day
RGH-4036,Ashley Lewis,Device Specialist — EP,CARD-02,GN3,8,true,PB4,rotating
RGH-4111,Patrick Lewis,Transport Aide,CARD-04,GN2,6,true,PB3,rotating
RGH-4240,Steven Adams,Pharmacy Liaison,CARD-04,GN1,7,false,PB1,rotating
RGH-4217,Stephen Johnson,Pharmacy Liaison,CARD-04,GN2,3,false,PB2,day
RGH-4123,Emily Harris,Patient Services Coordinator,CARD-04,GN2,5,true,PB1,day
RGH-4288,Deborah Moreau,Pharmacy Liaison,CARD-04,GN2,2,true,PB1,day
RGH-4189,Mark Robinson,Scheduling Coordinator,CARD-05,GN1,8,true,PB3,night
RGH-4283,Susan White,Supply Chain Aide,CARD-04,GN2,9,true,PB3,day
RGH-4142,Raymond Martinez,Medical Records Specialist,CARD-05,GN1,7,true,PB3,rotating
RGH-4108,Jeffrey Johnson,Supply Chain Aide,CARD-04,GN1,3,true,PB2,day
RGH-4072,Debra Allen,"Administrative Coordinator, Cardiology",CARD-04,GN1,4,true,PB3,day
RGH-4259,Helen Johnson,Scheduling Coordinator,CARD-05,GN2,7,true,PB2,rotating
RGH-4152,Brian Moreau,IT Support Technician,CARD-05,GN2,3,true,PB3,day
RGH-4213,Michelle Durand,Pharmacy Liaison,CARD-04,GN2,8,false,PB3,night
RGH-4140,Cynthia Lim,Pharmacy Liaison,CARD-04,GN2,8,false,PB2,rotating
RGH-4039,Brenda Okonkwo,Monitoring Tech — Cardiology,CARD-03,GN2,3,true,PB5,rotating
RGH-4260,Justin Martin,"Administrative Coordinator, Cardiology",CARD-04,GN2,3,true,PB1,day
RGH-4163,James Zhang,Documentation Specialist,CARD-05,GN2,5,false,PB1,rotating
RGH-4096,Gary Nelson,"Administrative Coordinator, Cardiology",CARD-04,GN2,8,false,PB3,night
RGH-4053,Debra Adams,Pharmacy Liaison,CARD-04,GN2,9,false,PB3,rotating
RGH-4101,Laura Mehta,Documentation Specialist,CARD-05,GN1,1,false,PB1,rotating
RGH-4167,Susan Smith,"Administrative Coordinator, Cardiology",CARD-04,GN2,5,true,PB3,night
RGH-4222,Michelle Williams,Documentation Specialist,CARD-05,GN1,5,true,PB3,day
RGH-4069,Jonathan Baker,Medical Records Specialist,CARD-05,GN2,4,true,PB2,night
RGH-4059,Donald Flores,Transport Aide,CARD-04,GN2,2,false,PB2,night
RGH-4081,Matthew Garcia,"Administrative Coordinator, Cardiology",CARD-04,GN2,1,false,PB3,night
RGH-4020,Michael Young,Cath Lab Tech,CARD-01,GN2,15,true,PB4,day
RGH-4199,Jerry Martin,EVS Tech — Cardiac,CARD-04,GN2,8,true,PB1,night
RGH-4138,Donna Martin,Pharmacy Liaison,CARD-04,GN2,6,false,PB2,day
RGH-4164,Douglas Laurent,Supply Chain Aide,CARD-04,GN2,4,false,PB3,rotating
RGH-4005,Barbara Flores,Echo Tech,CARD-06,GN3,11,true,PB3,night
RGH-4103,Brandon Adams,Transport Aide,CARD-04,GN2,4,false,PB3,rotating
RGH-4276,Timothy Lee,Medical Records Specialist,CARD-05,GN1,3,false,PB3,night
RGH-4118,Jack Green,Pharmacy Liaison,CARD-04,GN1,1,true,PB3,day
RGH-4062,Carol Singh,EVS Tech — Cardiac,CARD-04,GN2,9,true,PB2,rotating
RGH-4087,Heather Taylor,"Administrative Coordinator, Cardiology",CARD-04,GN2,8,false,PB1,night
RGH-4119,Anna Patel,Supply Chain Aide,CARD-04,GN1,2,false,PB1,day
RGH-4298,Susan Lopez,EVS Tech — Cardiac,CARD-04,GN1,7,false,PB3,night
RGH-4254,Joshua Williams,Scheduling Coordinator,CARD-05,GN2,2,true,PB1,day
RGH-4043,Jason Moreau,Perfusionist (Cardiac),CARD-01,GN4,15,true,PB3,day
RGH-4025,Kathleen Smith,CICU RN,CARD-03,GN3,2,true,PB5,rotating
RGH-4181,Pamela Smith,Patient Services Coordinator,CARD-04,GN2,9,true,PB2,rotating
RGH-4214,Catherine Thompson,EVS Tech — Cardiac,CARD-04,GN2,9,false,PB3,rotating
RGH-4008,Deborah Martin,Echocardiography Sonographer,CARD-06,GN4,9,true,PB3,rotating
RGH-4102,Sharon Laurent,"Administrative Coordinator, Cardiology",CARD-04,GN1,5,true,PB3,day
RGH-4289,Ruth Johnson,Scheduling Coordinator,CARD-05,GN2,0,false,PB1,rotating
RGH-4146,Steven Perez,Supply Chain Aide,CARD-04,GN1,0,false,PB1,day
RGH-4030,Deborah Osei,Monitoring Tech — Cardiology,CARD-03,GN2,2,true,PB5,rotating
RGH-4273,Andrew Campbell,Transport Aide,CARD-04,GN1,4,true,PB2,rotating
RGH-4208,Ryan Campbell,IT Support Technician,CARD-05,GN2,3,false,PB1,day
RGH-4272,Olivia Wright,"Administrative Coordinator, Cardiology",CARD-04,GN1,3,false,PB3,day
RGH-4209,Steven Allen,"Administrative Coordinator, Cardiology",CARD-04,GN1,1,true,PB1,night
RGH-4079,Pamela Bernard,Transport Aide,CARD-04,GN1,9,true,PB3,day
RGH-4205,Laura Hernandez,Patient Services Coordinator,CARD-04,GN2,7,false,PB2,rotating
RGH-4066,Heather Mitchell,"Administrative Coordinator, Cardiology",CARD-04,GN1,5,false,PB3,day
RGH-4226,Elizabeth Durand,Medical Records Specialist,CARD-05,GN1,7,true,PB2,night
RGH-4052,Brandon Torres,Pharmacy Liaison,CARD-04,GN2,5,true,PB2,day
RGH-4267,Ryan Garcia,Patient Services Coordinator,CARD-04,GN1,6,true,PB3,night
RGH-4055,Rachel Bernard,EVS Tech — Cardiac,CARD-04,GN2,7,false,PB2,night
RGH-4218,Brandon Robinson,IT Support Technician,CARD-05,GN1,8,false,PB1,night
RGH-4263,Julie Taylor,IT Support Technician,CARD-05,GN1,5,false,PB3,day
RGH-4086,Patrick Osei,Patient Services Coordinator,CARD-04,GN1,8,false,PB2,rotating
RGH-4012,Christopher Scott,Electrophysiology Coordinator,CARD-02,GN4,16,true,PB5,night
RGH-4237,Catherine Moreau,Supply Chain Aide,CARD-04,GN1,3,true,PB3,night
RGH-4230,William Ramirez,Medical Records Specialist,CARD-05,GN1,2,true,PB3,night
RGH-4188,Diane Harris,Medical Records Specialist,CARD-05,GN2,2,true,PB1,rotating
RGH-4154,Susan Robinson,Pharmacy Liaison,CARD-04,GN2,6,false,PB3,day
RGH-4120,Emily Ramirez,Pharmacy Liaison,CARD-04,GN2,3,true,PB1,rotating
RGH-4271,Christopher Williams,Documentation Specialist,CARD-05,GN2,7,true,PB2,day
RGH-4031,Donald Lee,Monitoring Tech — Cardiology,CARD-03,GN2,13,true,PB4,day
RGH-4001,William Walker,CNS Cardiology,CARD-01,GN4,6,true,PB3,night
RGH-4050,Ronald Hall,Medical Records Specialist,CARD-05,GN2,4,false,PB1,night
RGH-4200,Raymond Green,Patient Services Coordinator,CARD-04,GN2,1,false,PB2,rotating
RGH-4060,Susan Durand,Documentation Specialist,CARD-05,GN1,3,true,PB2,day
RGH-4187,Matthew Durand,Pharmacy Liaison,CARD-04,GN2,1,false,PB1,rotating
RGH-4047,Julie Ramirez,EVS Tech — Cardiac,CARD-04,GN1,8,true,PB3,day
RGH-4127,Ashley Singh,Documentation Specialist,CARD-05,GN2,8,false,PB3,night
RGH-4165,Jessica Allen,Documentation Specialist,CARD-05,GN2,1,true,PB1,night
RGH-4183,Pamela Allen,Supply Chain Aide,CARD-04,GN2,8,false,PB3,night
RGH-4134,Gregory Jackson,Pharmacy Liaison,CARD-04,GN1,2,true,PB1,rotating
RGH-4128,Deborah Thomas,IT Support Technician,CARD-05,GN1,3,true,PB3,rotating
RGH-4145,Emily Moore,Documentation Specialist,CARD-05,GN2,7,true,PB2,night
RGH-4281,Janet Sanchez,EVS Tech — Cardiac,CARD-04,GN1,6,false,PB3,rotating
RGH-4034,Jennifer Nguyen,Interventional Cardiology Physician,CARD-01,GN5,2,true,PB3,night
RGH-4091,Elizabeth Moreau,Patient Services Coordinator,CARD-04,GN2,8,true,PB2,night
RGH-4160,Brandon Rodriguez,Pharmacy Liaison,CARD-04,GN1,9,false,PB2,day
RGH-4238,Kimberly Lee,Pharmacy Liaison,CARD-04,GN1,7,true,PB2,night
RGH-4191,Joshua Bernard,Patient Services Coordinator,CARD-04,GN2,4,false,PB1,rotating
RGH-4067,Raymond Young,"Administrative Coordinator, Cardiology",CARD-04,GN1,6,false,PB2,day
RGH-4294,George Torres,Patient Services Coordinator,CARD-04,GN2,4,true,PB2,night
RGH-4156,Emma Lee,"Administrative Coordinator, Cardiology",CARD-04,GN1,1,true,PB3,day
RGH-4203,Jason Thomas,Medical Records Specialist,CARD-05,GN2,3,true,PB3,rotating
RGH-4074,Sarah Clark,Medical Records Specialist,CARD-05,GN1,5,false,PB2,rotating
RGH-4236,Jessica Allen,IT Support Technician,CARD-05,GN1,3,false,PB3,night
RGH-4177,Frank Perez,Supply Chain Aide,CARD-04,GN1,7,false,PB1,rotating
RGH-4124,Raymond Rodriguez,Supply Chain Aide,CARD-04,GN1,5,true,PB3,night
RGH-4295,Benjamin Jackson,Documentation Specialist,CARD-05,GN2,9,false,PB1,rotating
RGH-4136,Nancy Moreau,Transport Aide,CARD-04,GN2,2,false,PB1,rotating
RGH-4162,Henry Thomas,Documentation Specialist,CARD-05,GN1,6,false,PB3,day
RGH-4220,Steven Wright,Transport Aide,CARD-04,GN2,4,false,PB2,day
RGH-4231,Olivia Scott,Pharmacy Liaison,CARD-04,GN1,0,false,PB1,day
RGH-4246,Rebecca Mitchell,Pharmacy Liaison,CARD-04,GN1,5,false,PB3,day
RGH-4225,Cynthia Jones,Patient Services Coordinator,CARD-04,GN2,9,true,PB1,day
RGH-4190,Susan Hernandez,EVS Tech — Cardiac,CARD-04,GN2,7,true,PB3,day
RGH-4179,Jonathan Johnson,IT Support Technician,CARD-05,GN1,6,true,PB3,night
RGH-4250,Samuel Lee,IT Support Technician,CARD-05,GN2,5,false,PB2,rotating
RGH-4193,Timothy Thompson,"Administrative Coordinator, Cardiology",CARD-04,GN2,5,true,PB3,rotating
RGH-4106,Janet Hall,Documentation Specialist,CARD-05,GN1,7,true,PB3,rotating
RGH-4135,Lisa Miller,Medical Records Specialist,CARD-05,GN2,2,true,PB2,rotating
RGH-4234,Olivia Wilson,EVS Tech — Cardiac,CARD-04,GN1,7,false,PB1,night
RGH-4071,Robert Perez,EVS Tech — Cardiac,CARD-04,GN1,2,false,PB3,rotating
RGH-4223,Kenneth Wright,EVS Tech — Cardiac,CARD-04,GN1,9,false,PB3,day
RGH-4032,Daniel Martinez,Echo Tech,CARD-06,GN4,15,true,PB3,night
RGH-4035,Jacob Moreau,Electrophysiology Coordinator,CARD-02,GN3,13,true,PB3,night
RGH-4121,Gregory Young,Pharmacy Liaison,CARD-04,GN1,4,false,PB2,day
RGH-4285,Anthony Wilson,Medical Records Specialist,CARD-05,GN1,1,true,PB1,rotating
RGH-4017,Olivia Moore,Device Specialist — EP,CARD-02,GN3,3,true,PB5,rotating
RGH-4141,Helen Hernandez,Transport Aide,CARD-04,GN2,2,true,PB3,day
RGH-4110,Benjamin Nguyen,EVS Tech — Cardiac,CARD-04,GN1,8,true,PB2,night
RGH-4291,Jeffrey Patel,Patient Services Coordinator,CARD-04,GN1,8,false,PB3,night
RGH-4018,Elizabeth Williams,Cath Lab Tech,CARD-01,GN4,5,true,PB3,day
RGH-4098,Melissa Wilson,Medical Records Specialist,CARD-05,GN1,5,true,PB2,day
RGH-4095,Jennifer Hill,Supply Chain Aide,CARD-04,GN1,0,false,PB2,night
RGH-4083,Ryan Wright,EVS Tech — Cardiac,CARD-04,GN1,3,false,PB2,day
RGH-4270,Stephen Ramirez,Pharmacy Liaison,CARD-04,GN1,2,false,PB3,night
RGH-4296,Julie Moore,Supply Chain Aide,CARD-04,GN2,1,false,PB2,night
RGH-4024,Justin Jackson,CICU RN,CARD-03,GN3,7,true,PB5,day
RGH-4243,Anthony Gonzalez,Scheduling Coordinator,CARD-05,GN1,1,false,PB3,night
RGH-4277,Steven Scott,Pharmacy Liaison,CARD-04,GN1,6,false,PB2,day
RGH-4149,Edward Roberts,Supply Chain Aide,CARD-04,GN2,9,false,PB1,day
RGH-4192,Alexander Taylor,Medical Records Specialist,CARD-05,GN1,4,false,PB2,rotating
RGH-4117,Michelle Miller,EVS Tech — Cardiac,CARD-04,GN2,0,false,PB3,rotating
RGH-4279,Jonathan Robinson,Transport Aide,CARD-04,GN2,7,true,PB3,day
RGH-4144,Anna Durand,Supply Chain Aide,CARD-04,GN1,8,false,PB2,day
RGH-4202,Kevin King,Transport Aide,CARD-04,GN2,4,false,PB3,rotating
RGH-4147,Samuel Jackson,Documentation Specialist,CARD-05,GN2,9,false,PB1,day
RGH-4153,Elizabeth Scott,Patient Services Coordinator,CARD-04,GN1,2,true,PB1,day
RGH-4180,Brian Hall,Supply Chain Aide,CARD-04,GN2,9,true,PB3,day
RGH-4178,Jennifer Scott,"Administrative Coordinator, Cardiology",CARD-04,GN2,9,false,PB3,night
RGH-4170,Brenda Laurent,Patient Services Coordinator,CARD-04,GN2,2,false,PB3,night
RGH-4157,Lisa Patel,"Administrative Coordinator, Cardiology",CARD-04,GN1,2,false,PB1,day
RGH-4073,Thomas Kim,"Administrative Coordinator, Cardiology",CARD-04,GN2,0,false,PB1,rotating
RGH-4173,Christopher Durand,"Administrative Coordinator, Cardiology",CARD-04,GN2,8,true,PB1,night
RGH-4042,Nicholas Gonzalez,EP Physician,CARD-02,GN5,6,true,PB4,day
RGH-4046,Ashley Lopez,Pharmacy Liaison,CARD-04,GN2,3,true,PB2,day
RGH-4107,Ruth Rivera,Pharmacy Liaison,CARD-04,GN2,7,false,PB3,rotating
RGH-4028,Catherine Okonkwo,Monitoring Tech — Cardiology,CARD-03,GN3,2,true,PB3,night
RGH-4249,Gary Chen,Documentation Specialist,CARD-05,GN1,3,true,PB1,rotating
RGH-4290,David Thompson,Scheduling Coordinator,CARD-05,GN2,7,false,PB3,night
RGH-4085,Catherine Davis,EVS Tech — Cardiac,CARD-04,GN1,1,true,PB2,rotating
RGH-4287,Julie Laurent,Pharmacy Liaison,CARD-04,GN1,1,false,PB3,rotating
RGH-4155,Kathleen Clark,Patient Services Coordinator,CARD-04,GN1,6,false,PB1,day
RGH-4292,Diane Jones,IT Support Technician,CARD-05,GN1,6,false,PB2,day
RGH-4278,Donald Martin,Supply Chain Aide,CARD-04,GN2,9,false,PB3,day
RGH-4171,Samuel Thomas,IT Support Technician,CARD-05,GN1,7,false,PB3,day
RGH-4009,Eric Miller,Echocardiography Sonographer,CARD-06,GN3,7,true,PB3,rotating
RGH-4219,Sandra Lee,Supply Chain Aide,CARD-04,GN2,4,false,PB1,night
RGH-4247,Elizabeth Ramirez,Transport Aide,CARD-04,GN1,8,true,PB3,day
RGH-4010,Melissa Sanchez,Interventional Cardiology Physician,CARD-01,GN5,8,true,PB3,night
RGH-4090,Brenda Miller,IT Support Technician,CARD-05,GN1,1,true,PB3,night
RGH-4168,Sarah Chen,IT Support Technician,CARD-05,GN2,3,false,PB3,night
RGH-4015,Mark Lim,EP Physician,CARD-02,GN5,16,true,PB4,day
RGH-4038,Joyce Harris,CICU RN,CARD-03,GN3,16,true,PB5,day
RGH-4048,Shirley Williams,Medical Records Specialist,CARD-05,GN1,6,false,PB1,rotating
RGH-4013,Justin Davis,Electrophysiology Coordinator,CARD-02,GN4,3,true,PB4,night
RGH-4054,Jonathan Walker,Medical Records Specialist,CARD-05,GN1,2,false,PB3,night
RGH-4212,Charles Taylor,Medical Records Specialist,CARD-05,GN1,4,true,PB1,rotating
RGH-4261,Alexander Lopez,IT Support Technician,CARD-05,GN1,9,false,PB2,night
RGH-4268,Richard Anderson,EVS Tech — Cardiac,CARD-04,GN1,7,true,PB3,day
RGH-4161,Jonathan Kim,Transport Aide,CARD-04,GN1,0,true,PB1,night
RGH-4280,Helen Nelson,IT Support Technician,CARD-05,GN2,9,true,PB1,rotating
RGH-4143,Scott Patel,"Administrative Coordinator, Cardiology",CARD-04,GN1,8,true,PB3,night
RGH-4126,Elizabeth Miller,Pharmacy Liaison,CARD-04,GN1,0,false,PB3,day
RGH-4004,Sarah Adams,CNS Cardiology,CARD-01,GN4,16,true,PB3,night
RGH-4041,Christine Patel,CNS Cardiology,CARD-01,GN3,8,true,PB4,night
RGH-4227,Tyler Young,"Administrative Coordinator, Cardiology",CARD-04,GN2,1,false,PB1,rotating
RGH-4210,Jacob Miller,Transport Aide,CARD-04,GN1,1,false,PB3,day
RGH-4233,Janet Baker,EVS Tech — Cardiac,CARD-04,GN1,5,true,PB2,rotating
RGH-4244,Emma Allen,Supply Chain Aide,CARD-04,GN1,6,false,PB1,rotating
RGH-4112,William Carter,Medical Records Specialist,CARD-05,GN2,7,false,PB3,night
RGH-4122,Dennis Torres,IT Support Technician,CARD-05,GN1,2,false,PB3,rotating
RGH-4253,Kenneth Williams,"Administrative Coordinator, Cardiology",CARD-04,GN1,7,false,PB1,night
RGH-4003,Timothy Torres,CNS Cardiology,CARD-01,GN4,16,true,PB5,day
RGH-4256,Stephanie Ramirez,Medical Records Specialist,CARD-05,GN1,1,false,PB2,day
RGH-4255,Jessica King,Patient Services Coordinator,CARD-04,GN2,3,true,PB1,night
RGH-4235,Alexander Hall,Supply Chain Aide,CARD-04,GN2,7,true,PB1,rotating
RGH-4007,Angela Perez,Echo Tech,CARD-06,GN3,7,true,PB3,day
RGH-4130,Ruth Osei,Documentation Specialist,CARD-05,GN2,1,false,PB3,day
RGH-4002,Justin Kim,CNS Cardiology,CARD-01,GN4,14,true,PB3,day
RGH-4104,Carol Nguyen,Scheduling Coordinator,CARD-05,GN2,3,true,PB1,night
RGH-4068,Emma Flores,Transport Aide,CARD-04,GN1,4,true,PB1,night
RGH-4061,Janet Carter,Supply Chain Aide,CARD-04,GN2,1,false,PB1,day
RGH-4093,Laura Lopez,Patient Services Coordinator,CARD-04,GN2,8,false,PB2,day
RGH-4148,Ashley Mitchell,Patient Services Coordinator,CARD-04,GN1,2,true,PB3,day
RGH-4229,Daniel Garcia,Medical Records Specialist,CARD-05,GN1,9,false,PB2,rotating
RGH-4159,Tyler White,EVS Tech — Cardiac,CARD-04,GN2,8,true,PB3,rotating
RGH-4158,Jacob Laurent,Patient Services Coordinator,CARD-04,GN1,6,true,PB2,rotating
RGH-4215,Brian Laurent,Supply Chain Aide,CARD-04,GN1,3,true,PB2,night
RGH-4027,Olivia Moreau,CICU RN,CARD-03,GN5,16,true,PB3,rotating
RGH-4092,Larry Carter,"Administrative Coordinator, Cardiology",CARD-04,GN2,5,true,PB1,night
RGH-4075,Andrew Moore,Transport Aide,CARD-04,GN2,6,true,PB3,rotating
RGH-4084,Gary Wright,Transport Aide,CARD-04,GN2,4,false,PB2,rotating
RGH-4077,Nancy Rivera,Medical Records Specialist,CARD-05,GN2,8,false,PB1,day
RGH-4172,Stephanie Baker,Transport Aide,CARD-04,GN1,2,true,PB2,rotating
RGH-4088,Ashley Green,Patient Services Coordinator,CARD-04,GN1,0,true,PB3,night
RGH-4023,Jerry Davis,CICU RN,CARD-03,GN5,14,true,PB5,rotating
RGH-4195,Ashley White,Pharmacy Liaison,CARD-04,GN2,3,true,PB2,night
RGH-4282,Sharon Jackson,Supply Chain Aide,CARD-04,GN1,9,false,PB1,rotating
RGH-4194,Maria Johnson,Patient Services Coordinator,CARD-04,GN1,3,false,PB3,day
RGH-4082,Joseph Garcia,IT Support Technician,CARD-05,GN1,7,true,PB3,rotating
RGH-4262,Richard Durand,EVS Tech — Cardiac,CARD-04,GN1,1,false,PB2,day
RGH-4197,Stephanie Scott,Pharmacy Liaison,CARD-04,GN2,3,true,PB3,day
RGH-4269,Benjamin Anderson,Medical Records Specialist,CARD-05,GN2,0,false,PB2,day
