customer_id,name,email,phone,dob,ssn_hash,account_tier
CUS000061,Customer Name 61,user61@example.com,+1-555-0061,2001-02-06,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000062,Customer Name 62,user62@example.com,+1-555-0062,2002-03-07,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000063,Customer Name 63,user63@example.com,+1-555-0063,2003-04-08,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000064,Customer Name 64,user64@example.com,+1-555-0064,2004-05-09,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000065,Customer Name 65,user65@example.com,+1-555-0065,2005-06-10,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000066,Customer Name 66,user66@example.com,+1-555-0066,2006-07-11,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000067,Customer Name 67,user67@example.com,+1-555-0067,2007-08-12,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000068,Customer Name 68,user68@example.com,+1-555-0068,2008-09-13,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000069,Customer Name 69,user69@example.com,+1-555-0069,2009-10-14,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000070,Customer Name 70,user70@example.com,+1-555-0070,2010-11-15,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000071,Customer Name 71,user71@example.com,+1-555-0071,2011-12-16,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000072,Customer Name 72,user72@example.com,+1-555-0072,2012-01-17,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000073,Customer Name 73,user73@example.com,+1-555-0073,2013-02-18,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000074,Customer Name 74,user74@example.com,+1-555-0074,2014-03-19,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000075,Customer Name 75,user75@example.com,+1-555-0075,2015-04-20,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000076,Customer Name 76,user76@example.com,+1-555-0076,2016-05-21,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000077,Customer Name 77,user77@example.com,+1-555-0077,2017-06-22,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000078,Customer Name 78,user78@example.com,+1-555-0078,2018-07-23,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000079,Customer Name 79,user79@example.com,+1-555-0079,2019-08-24,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000080,Customer Name 80,user80@example.com,+1-555-0080,1980-09-25,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000081,Customer Name 81,user81@example.com,+1-555-0081,1981-10-26,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000082,Customer Name 82,user82@example.com,+1-555-0082,1982-11-27,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000083,Customer Name 83,user83@example.com,+1-555-0083,1983-12-28,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000084,Customer Name 84,user84@example.com,+1-555-0084,1984-01-01,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000085,Customer Name 85,user85@example.com,+1-555-0085,1985-02-02,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000086,Customer Name 86,user86@example.com,+1-555-0086,1986-03-03,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000087,Customer Name 87,user87@example.com,+1-555-0087,1987-04-04,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000088,Customer Name 88,user88@example.com,+1-555-0088,1988-05-05,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000089,Customer Name 89,user89@example.com,+1-555-0089,1989-06-06,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000090,Customer Name 90,user90@example.com,+1-555-0090,1990-07-07,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000091,Customer Name 91,user91@example.com,+1-555-0091,1991-08-08,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000092,Customer Name 92,user92@example.com,+1-555-0092,1992-09-09,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000093,Customer Name 93,user93@example.com,+1-555-0093,1993-10-10,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000094,Customer Name 94,user94@example.com,+1-555-0094,1994-11-11,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000095,Customer Name 95,user95@example.com,+1-555-0095,1995-12-12,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000096,Customer Name 96,user96@example.com,+1-555-0096,1996-01-13,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000097,Customer Name 97,user97@example.com,+1-555-0097,1997-02-14,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000098,Customer Name 98,user98@example.com,+1-555-0098,1998-03-15,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000099,Customer Name 99,user99@example.com,+1-555-0099,1999-04-16,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000100,Customer Name 100,user100@example.com,+1-555-0100,2000-05-17,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000101,Customer Name 101,user101@example.com,+1-555-0101,2001-06-18,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000102,Customer Name 102,user102@example.com,+1-555-0102,2002-07-19,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000103,Customer Name 103,user103@example.com,+1-555-0103,2003-08-20,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000104,Customer Name 104,user104@example.com,+1-555-0104,2004-09-21,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000105,Customer Name 105,user105@example.com,+1-555-0105,2005-10-22,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000106,Customer Name 106,user106@example.com,+1-555-0106,2006-11-23,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000107,Customer Name 107,user107@example.com,+1-555-0107,2007-12-24,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000108,Customer Name 108,user108@example.com,+1-555-0108,2008-01-25,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000109,Customer Name 109,user109@example.com,+1-555-0109,2009-02-26,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000110,Customer Name 110,user110@example.com,+1-555-0110,2010-03-27,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000111,Customer Name 111,user111@example.com,+1-555-0111,2011-04-28,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000112,Customer Name 112,user112@example.com,+1-555-0112,2012-05-01,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000113,Customer Name 113,user113@example.com,+1-555-0113,2013-06-02,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000114,Customer Name 114,user114@example.com,+1-555-0114,2014-07-03,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000115,Customer Name 115,user115@example.com,+1-555-0115,2015-08-04,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000116,Customer Name 116,user116@example.com,+1-555-0116,2016-09-05,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000117,Customer Name 117,user117@example.com,+1-555-0117,2017-10-06,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000118,Customer Name 118,user118@example.com,+1-555-0118,2018-11-07,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000119,Customer Name 119,user119@example.com,+1-555-0119,2019-12-08,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000120,Customer Name 120,user120@example.com,+1-555-0120,1980-01-09,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000121,Customer Name 121,user121@example.com,+1-555-0121,1981-02-10,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000122,Customer Name 122,user122@example.com,+1-555-0122,1982-03-11,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000123,Customer Name 123,user123@example.com,+1-555-0123,1983-04-12,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000124,Customer Name 124,user124@example.com,+1-555-0124,1984-05-13,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000125,Customer Name 125,user125@example.com,+1-555-0125,1985-06-14,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000126,Customer Name 126,user126@example.com,+1-555-0126,1986-07-15,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000127,Customer Name 127,user127@example.com,+1-555-0127,1987-08-16,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000128,Customer Name 128,user128@example.com,+1-555-0128,1988-09-17,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000129,Customer Name 129,user129@example.com,+1-555-0129,1989-10-18,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000130,Customer Name 130,user130@example.com,+1-555-0130,1990-11-19,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000131,Customer Name 131,user131@example.com,+1-555-0131,1991-12-20,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000132,Customer Name 132,user132@example.com,+1-555-0132,1992-01-21,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000133,Customer Name 133,user133@example.com,+1-555-0133,1993-02-22,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000134,Customer Name 134,user134@example.com,+1-555-0134,1994-03-23,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000135,Customer Name 135,user135@example.com,+1-555-0135,1995-04-24,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000136,Customer Name 136,user136@example.com,+1-555-0136,1996-05-25,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000137,Customer Name 137,user137@example.com,+1-555-0137,1997-06-26,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000138,Customer Name 138,user138@example.com,+1-555-0138,1998-07-27,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000139,Customer Name 139,user139@example.com,+1-555-0139,1999-08-28,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000140,Customer Name 140,user140@example.com,+1-555-0140,2000-09-01,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000141,Customer Name 141,user141@example.com,+1-555-0141,2001-10-02,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000142,Customer Name 142,user142@example.com,+1-555-0142,2002-11-03,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000143,Customer Name 143,user143@example.com,+1-555-0143,2003-12-04,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000144,Customer Name 144,user144@example.com,+1-555-0144,2004-01-05,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000145,Customer Name 145,user145@example.com,+1-555-0145,2005-02-06,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000146,Customer Name 146,user146@example.com,+1-555-0146,2006-03-07,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000147,Customer Name 147,user147@example.com,+1-555-0147,2007-04-08,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000148,Customer Name 148,user148@example.com,+1-555-0148,2008-05-09,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000149,Customer Name 149,user149@example.com,+1-555-0149,2009-06-10,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000150,Customer Name 150,user150@example.com,+1-555-0150,2010-07-11,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000151,Customer Name 151,user151@example.com,+1-555-0151,2011-08-12,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000152,Customer Name 152,user152@example.com,+1-555-0152,2012-09-13,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000153,Customer Name 153,user153@example.com,+1-555-0153,2013-10-14,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000154,Customer Name 154,user154@example.com,+1-555-0154,2014-11-15,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000155,Customer Name 155,user155@example.com,+1-555-0155,2015-12-16,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000156,Customer Name 156,user156@example.com,+1-555-0156,2016-01-17,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000157,Customer Name 157,user157@example.com,+1-555-0157,2017-02-18,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000158,Customer Name 158,user158@example.com,+1-555-0158,2018-03-19,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000159,Customer Name 159,user159@example.com,+1-555-0159,2019-04-20,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000160,Customer Name 160,user160@example.com,+1-555-0160,1980-05-21,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000161,Customer Name 161,user161@example.com,+1-555-0161,1981-06-22,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000162,Customer Name 162,user162@example.com,+1-555-0162,1982-07-23,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000163,Customer Name 163,user163@example.com,+1-555-0163,1983-08-24,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000164,Customer Name 164,user164@example.com,+1-555-0164,1984-09-25,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000165,Customer Name 165,user165@example.com,+1-555-0165,1985-10-26,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000166,Customer Name 166,user166@example.com,+1-555-0166,1986-11-27,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000167,Customer Name 167,user167@example.com,+1-555-0167,1987-12-28,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000168,Customer Name 168,user168@example.com,+1-555-0168,1988-01-01,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000169,Customer Name 169,user169@example.com,+1-555-0169,1989-02-02,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000170,Customer Name 170,user170@example.com,+1-555-0170,1990-03-03,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000171,Customer Name 171,user171@example.com,+1-555-0171,1991-04-04,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000172,Customer Name 172,user172@example.com,+1-555-0172,1992-05-05,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000173,Customer Name 173,user173@example.com,+1-555-0173,1993-06-06,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000174,Customer Name 174,user174@example.com,+1-555-0174,1994-07-07,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000175,Customer Name 175,user175@example.com,+1-555-0175,1995-08-08,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000176,Customer Name 176,user176@example.com,+1-555-0176,1996-09-09,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000177,Customer Name 177,user177@example.com,+1-555-0177,1997-10-10,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000178,Customer Name 178,user178@example.com,+1-555-0178,1998-11-11,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000179,Customer Name 179,user179@example.com,+1-555-0179,1999-12-12,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000180,Customer Name 180,user180@example.com,+1-555-0180,2000-01-13,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000181,Customer Name 181,user181@example.com,+1-555-0181,2001-02-14,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000182,Customer Name 182,user182@example.com,+1-555-0182,2002-03-15,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000183,Customer Name 183,user183@example.com,+1-555-0183,2003-04-16,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000184,Customer Name 184,user184@example.com,+1-555-0184,2004-05-17,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000185,Customer Name 185,user185@example.com,+1-555-0185,2005-06-18,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000186,Customer Name 186,user186@example.com,+1-555-0186,2006-07-19,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000187,Customer Name 187,user187@example.com,+1-555-0187,2007-08-20,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000188,Customer Name 188,user188@example.com,+1-555-0188,2008-09-21,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000189,Customer Name 189,user189@example.com,+1-555-0189,2009-10-22,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000190,Customer Name 190,user190@example.com,+1-555-0190,2010-11-23,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000191,Customer Name 191,user191@example.com,+1-555-0191,2011-12-24,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000192,Customer Name 192,user192@example.com,+1-555-0192,2012-01-25,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000193,Customer Name 193,user193@example.com,+1-555-0193,2013-02-26,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000194,Customer Name 194,user194@example.com,+1-555-0194,2014-03-27,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000195,Customer Name 195,user195@example.com,+1-555-0195,2015-04-28,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000196,Customer Name 196,user196@example.com,+1-555-0196,2016-05-01,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000197,Customer Name 197,user197@example.com,+1-555-0197,2017-06-02,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000198,Customer Name 198,user198@example.com,+1-555-0198,2018-07-03,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000199,Customer Name 199,user199@example.com,+1-555-0199,2019-08-04,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000200,Customer Name 200,user200@example.com,+1-555-0200,1980-09-05,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000201,Customer Name 201,user201@example.com,+1-555-0201,1981-10-06,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000202,Customer Name 202,user202@example.com,+1-555-0202,1982-11-07,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000203,Customer Name 203,user203@example.com,+1-555-0203,1983-12-08,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000204,Customer Name 204,user204@example.com,+1-555-0204,1984-01-09,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000205,Customer Name 205,user205@example.com,+1-555-0205,1985-02-10,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000206,Customer Name 206,user206@example.com,+1-555-0206,1986-03-11,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000207,Customer Name 207,user207@example.com,+1-555-0207,1987-04-12,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
