order_id,order_date,customer_name,amount_usd,status,payment_method,customer_ip,fraud_score_at_purchase,card_bin_masked,billing_country,carrier,delivery_status
NW-2026-04-C672,2026-04-05,Customer-4717,141.42,refunded,amex,190.24.15.47,FRAUD-SCORE-0.548,4000000000000000,DE,FedEx,delivered
NW-2026-04-C913,2026-04-11,Customer-1595,187.19,completed,paypal,192.208.113.169,FRAUD-SCORE-0.426,4111111111111111,AU,FedEx,returned
NW-2026-04-I766,2026-04-18,Customer-1524,132.74,disputed,mastercard,168.106.132.54,FRAUD-SCORE-0.261,4000000000000000,US,DHL,lost
NW-2026-04-I512,2026-04-02,Customer-6169,371.08,refunded,paypal,195.250.112.61,FRAUD-SCORE-0.861,5200828282828210,GB,UPS,returned
NW-2026-04-C474,2026-04-17,Customer-3599,393.77,refunded,mastercard,56.60.206.217,FRAUD-SCORE-0.281,4111111111111111,US,DHL,returned
NW-2026-04-K138,2026-04-09,Customer-6774,60.53,disputed,paypal,157.242.163.205,FRAUD-SCORE-0.480,5200828282828210,DE,DHL,delivered
NW-2026-04-G870,2026-04-12,Customer-8573,297.18,disputed,amex,253.218.34.120,FRAUD-SCORE-0.702,4111111111111111,GB,FedEx,in_transit
NW-2026-04-B351,2026-04-02,Customer-8298,118.02,completed,paypal,174.199.79.167,FRAUD-SCORE-0.149,5200828282828210,AU,DHL,returned
NW-2026-04-F387,2026-04-13,Customer-7991,415.86,completed,paypal,220.132.154.78,FRAUD-SCORE-0.407,4111111111111111,DE,FedEx,lost
NW-2026-04-I841,2026-04-20,Customer-6321,437.39,completed,amex,126.146.136.115,FRAUD-SCORE-0.493,4111111111111111,CA,USPS,delivered
NW-2026-04-I615,2026-04-09,Customer-3928,389.16,disputed,mastercard,54.40.225.109,FRAUD-SCORE-0.687,5200828282828210,US,UPS,delivered
NW-2026-04-K517,2026-04-04,Customer-4768,288.68,disputed,mastercard,153.191.173.178,FRAUD-SCORE-0.517,4000000000000000,US,FedEx,in_transit
NW-2026-04-C188,2026-04-01,Customer-3059,180.47,refunded,mastercard,67.16.96.1,FRAUD-SCORE-0.647,4111111111111111,GB,DHL,delivered
NW-2026-04-J341,2026-04-03,Customer-4727,119.39,completed,amex,99.81.30.90,FRAUD-SCORE-0.718,4111111111111111,AU,UPS,in_transit
NW-2026-04-I457,2026-04-20,Customer-1203,429.66,refunded,amex,27.147.210.188,FRAUD-SCORE-0.106,5200828282828210,AU,FedEx,lost
NW-2026-04-A726,2026-04-17,Customer-6991,82.51,completed,mastercard,154.218.142.27,FRAUD-SCORE-0.888,5200828282828210,US,FedEx,delivered
NW-2026-04-E706,2026-04-08,Customer-3949,77.26,refunded,mastercard,178.8.53.221,FRAUD-SCORE-0.693,5200828282828210,US,UPS,returned
NW-2026-04-J804,2026-04-18,Customer-8247,95.11,refunded,visa,164.100.238.120,FRAUD-SCORE-0.116,4111111111111111,US,FedEx,lost
NW-2026-04-I872,2026-04-04,Customer-4532,57.80,refunded,paypal,43.76.194.6,FRAUD-SCORE-0.360,4111111111111111,DE,FedEx,delivered
NW-2026-04-D984,2026-04-11,Customer-6231,160.25,refunded,amex,206.73.160.123,FRAUD-SCORE-0.761,4111111111111111,DE,USPS,in_transit
NW-2026-04-E671,2026-04-16,Customer-7239,334.80,disputed,amex,75.197.197.20,FRAUD-SCORE-0.429,5200828282828210,DE,FedEx,in_transit
NW-2026-04-E492,2026-04-18,Customer-7627,158.94,disputed,mastercard,143.32.14.149,FRAUD-SCORE-0.427,4000000000000000,GB,FedEx,in_transit
NW-2026-04-C109,2026-04-04,Customer-5339,151.46,refunded,paypal,123.31.138.49,FRAUD-SCORE-0.434,4111111111111111,US,DHL,returned
NW-2026-04-F325,2026-04-09,Customer-8402,38.01,refunded,mastercard,133.11.255.232,FRAUD-SCORE-0.110,4111111111111111,CA,UPS,returned
NW-2026-04-C534,2026-04-01,Customer-4721,124.19,completed,paypal,33.238.150.221,FRAUD-SCORE-0.509,4111111111111111,DE,USPS,lost
NW-2026-04-G941,2026-04-07,Customer-7395,307.63,disputed,visa,247.91.50.16,FRAUD-SCORE-0.562,4111111111111111,AU,USPS,delivered
NW-2026-04-J390,2026-04-20,Customer-3465,335.25,disputed,paypal,190.144.123.214,FRAUD-SCORE-0.432,4111111111111111,US,DHL,returned
NW-2026-04-A188,2026-04-15,Priya Mehta,1847.50,chargeback_received,visa,185.220.101.47,0.71,4111111111111111,US,FedEx,delivered
NW-2026-04-K651,2026-04-09,Customer-4542,339.90,refunded,amex,72.99.235.48,FRAUD-SCORE-0.729,5200828282828210,GB,USPS,returned
NW-2026-04-I914,2026-04-16,Customer-9270,254.05,disputed,paypal,78.194.148.65,FRAUD-SCORE-0.561,5200828282828210,AU,USPS,delivered
NW-2026-04-I380,2026-04-19,Customer-4512,91.55,completed,amex,7.132.121.151,FRAUD-SCORE-0.413,5200828282828210,CA,FedEx,in_transit
NW-2026-04-H754,2026-04-20,Customer-4554,35.77,refunded,mastercard,212.30.188.78,FRAUD-SCORE-0.259,4000000000000000,CA,UPS,in_transit
NW-2026-04-C764,2026-04-06,Customer-8384,170.40,refunded,amex,31.110.168.29,FRAUD-SCORE-0.247,5200828282828210,CA,FedEx,returned
NW-2026-04-C288,2026-04-03,Customer-1461,161.33,disputed,amex,226.123.49.14,FRAUD-SCORE-0.352,4000000000000000,AU,USPS,returned
NW-2026-04-E752,2026-04-21,Customer-9920,286.87,refunded,amex,185.246.219.188,FRAUD-SCORE-0.542,4111111111111111,CA,DHL,delivered
NW-2026-04-H958,2026-04-10,Customer-3568,414.05,completed,amex,3.44.159.27,FRAUD-SCORE-0.596,4000000000000000,AU,FedEx,in_transit
NW-2026-04-G413,2026-04-19,Customer-4496,301.25,refunded,mastercard,31.194.49.58,FRAUD-SCORE-0.437,5200828282828210,AU,USPS,delivered
NW-2026-04-B620,2026-04-21,Customer-5775,457.97,completed,mastercard,207.113.140.119,FRAUD-SCORE-0.712,4000000000000000,GB,FedEx,delivered
NW-2026-04-C873,2026-04-20,Customer-7682,111.82,disputed,amex,100.78.193.23,FRAUD-SCORE-0.405,4111111111111111,GB,DHL,lost
NW-2026-04-F866,2026-04-16,Customer-4743,451.17,refunded,paypal,197.102.16.249,FRAUD-SCORE-0.332,4111111111111111,GB,FedEx,lost
NW-2026-04-I202,2026-04-16,Customer-8437,463.91,refunded,mastercard,90.98.207.224,FRAUD-SCORE-0.689,4111111111111111,AU,DHL,lost
NW-2026-04-J747,2026-04-15,Customer-8666,222.16,completed,amex,74.207.137.197,FRAUD-SCORE-0.191,4111111111111111,AU,FedEx,returned
NW-2026-04-C541,2026-04-02,Customer-1962,448.10,disputed,paypal,44.150.189.112,FRAUD-SCORE-0.152,4000000000000000,GB,FedEx,returned
NW-2026-04-I142,2026-04-16,Customer-5091,103.99,disputed,paypal,224.72.228.255,FRAUD-SCORE-0.276,4000000000000000,GB,DHL,lost
NW-2026-04-G433,2026-04-15,Customer-4707,408.34,refunded,amex,23.182.211.197,FRAUD-SCORE-0.647,5200828282828210,CA,FedEx,delivered
NW-2026-04-D607,2026-04-18,Customer-5700,76.61,completed,paypal,70.85.133.236,FRAUD-SCORE-0.519,4000000000000000,DE,UPS,returned
NW-2026-04-D774,2026-04-20,Customer-8502,465.40,completed,mastercard,222.143.118.215,FRAUD-SCORE-0.196,5200828282828210,AU,FedEx,in_transit
NW-2026-04-I648,2026-04-16,Customer-2215,294.79,completed,amex,193.220.44.103,FRAUD-SCORE-0.587,5200828282828210,GB,FedEx,delivered
NW-2026-04-J378,2026-04-05,Customer-9863,137.55,disputed,mastercard,175.161.133.98,FRAUD-SCORE-0.140,4000000000000000,AU,DHL,lost
NW-2026-04-I871,2026-04-13,Customer-6148,202.02,refunded,visa,227.118.171.117,FRAUD-SCORE-0.638,4000000000000000,AU,DHL,returned
NW-2026-04-A620,2026-04-17,Customer-6753,145.79,refunded,amex,254.86.175.21,FRAUD-SCORE-0.486,4000000000000000,DE,UPS,delivered
NW-2026-04-C939,2026-04-12,Customer-3370,331.19,refunded,paypal,41.227.206.83,FRAUD-SCORE-0.287,5200828282828210,CA,DHL,returned
NW-2026-04-J534,2026-04-14,Customer-9759,375.35,refunded,mastercard,69.80.16.175,FRAUD-SCORE-0.438,5200828282828210,US,UPS,in_transit
NW-2026-04-E845,2026-04-19,Customer-9674,64.75,completed,mastercard,164.155.20.79,FRAUD-SCORE-0.429,4000000000000000,US,USPS,returned
NW-2026-04-B295,2026-04-09,Customer-8597,440.41,completed,paypal,41.140.3.62,FRAUD-SCORE-0.410,4111111111111111,DE,UPS,returned
NW-2026-04-B159,2026-04-13,Customer-8465,339.58,completed,paypal,54.107.223.144,FRAUD-SCORE-0.447,5200828282828210,GB,USPS,returned
NW-2026-04-K323,2026-04-08,Customer-6398,74.14,refunded,paypal,230.78.21.71,FRAUD-SCORE-0.891,4000000000000000,AU,FedEx,in_transit
NW-2026-04-J163,2026-04-06,Customer-9973,138.39,refunded,amex,220.10.179.48,FRAUD-SCORE-0.291,5200828282828210,AU,UPS,in_transit
NW-2026-04-J633,2026-04-20,Customer-1517,213.25,completed,mastercard,130.194.119.61,FRAUD-SCORE-0.777,5200828282828210,GB,UPS,returned
NW-2026-04-D229,2026-04-05,Customer-2984,457.19,completed,amex,238.189.153.112,FRAUD-SCORE-0.841,5200828282828210,GB,FedEx,in_transit
NW-2026-04-G433,2026-04-16,Customer-7642,66.92,refunded,visa,226.126.15.141,FRAUD-SCORE-0.784,5200828282828210,US,UPS,returned
NW-2026-04-E801,2026-04-21,Customer-3804,95.40,refunded,mastercard,97.146.238.218,FRAUD-SCORE-0.883,4111111111111111,CA,DHL,returned
NW-2026-04-J812,2026-04-07,Customer-6420,477.34,refunded,mastercard,108.56.109.119,FRAUD-SCORE-0.182,5200828282828210,AU,DHL,in_transit
NW-2026-04-C678,2026-04-01,Customer-6062,300.91,refunded,mastercard,127.60.117.117,FRAUD-SCORE-0.331,5200828282828210,US,DHL,delivered
NW-2026-04-E559,2026-04-21,Customer-3645,368.57,completed,paypal,119.207.196.28,FRAUD-SCORE-0.898,4111111111111111,CA,DHL,returned
NW-2026-04-K842,2026-04-09,Customer-1799,62.49,refunded,mastercard,111.221.40.29,FRAUD-SCORE-0.788,4111111111111111,CA,DHL,returned
NW-2026-04-B391,2026-04-05,Customer-5838,485.65,completed,mastercard,87.93.166.121,FRAUD-SCORE-0.692,4000000000000000,CA,DHL,in_transit
NW-2026-04-B402,2026-04-02,Customer-6880,285.70,refunded,paypal,162.110.127.217,FRAUD-SCORE-0.575,4111111111111111,AU,USPS,in_transit
NW-2026-04-H651,2026-04-21,Customer-2508,104.90,disputed,amex,157.121.235.24,FRAUD-SCORE-0.895,4000000000000000,US,UPS,lost
NW-2026-04-H683,2026-04-13,Customer-7955,375.33,completed,amex,118.195.144.216,FRAUD-SCORE-0.323,4111111111111111,US,UPS,returned
NW-2026-04-D733,2026-04-02,Customer-1982,297.92,refunded,visa,178.80.184.9,FRAUD-SCORE-0.310,4000000000000000,DE,USPS,delivered
NW-2026-04-E461,2026-04-10,Customer-9536,90.26,refunded,paypal,27.145.2.79,FRAUD-SCORE-0.221,4000000000000000,AU,FedEx,delivered
NW-2026-04-I824,2026-04-14,Customer-6132,119.23,disputed,paypal,164.207.240.108,FRAUD-SCORE-0.356,4000000000000000,CA,USPS,returned
NW-2026-04-E417,2026-04-20,Customer-9044,350.77,disputed,amex,213.252.4.49,FRAUD-SCORE-0.143,4111111111111111,AU,DHL,returned
NW-2026-04-F750,2026-04-02,Customer-7538,313.93,disputed,mastercard,56.33.165.98,FRAUD-SCORE-0.199,5200828282828210,GB,DHL,delivered
NW-2026-04-E971,2026-04-09,Customer-7133,34.12,disputed,amex,133.225.178.16,FRAUD-SCORE-0.361,5200828282828210,AU,DHL,returned
NW-2026-04-G341,2026-04-23,Customer-7802,77.29,refunded,mastercard,191.13.28.87,FRAUD-SCORE-0.137,4111111111111111,DE,USPS,returned
NW-2026-04-I442,2026-04-02,Customer-2107,53.27,disputed,paypal,99.131.160.13,FRAUD-SCORE-0.852,4111111111111111,CA,DHL,returned
NW-2026-04-A657,2026-04-04,Customer-6622,122.45,completed,visa,252.23.79.5,FRAUD-SCORE-0.558,4111111111111111,GB,DHL,lost
NW-2026-04-F586,2026-04-09,Customer-1452,249.32,disputed,paypal,179.54.153.88,FRAUD-SCORE-0.565,4000000000000000,AU,UPS,returned
NW-2026-04-K792,2026-04-12,Customer-2618,370.02,completed,visa,2.94.146.40,FRAUD-SCORE-0.208,4111111111111111,CA,DHL,in_transit
NW-2026-04-F329,2026-04-17,Customer-8384,349.52,completed,mastercard,37.219.39.212,FRAUD-SCORE-0.261,5200828282828210,DE,UPS,lost
NW-2026-04-F629,2026-04-17,Customer-3007,275.29,refunded,amex,227.38.166.6,FRAUD-SCORE-0.655,5200828282828210,AU,FedEx,returned
