order_id,order_date,customer_name,amount_usd,status,payment_method,customer_ip,fraud_score_at_purchase,card_bin_masked,billing_country,carrier,delivery_status
NW-2026-02-G199,2026-02-27,Customer-6197,240.34,refunded,amex,7.175.246.204,FRAUD-SCORE-0.525,5200828282828210,AU,UPS,delivered
NW-2026-02-E922,2026-02-05,Customer-7968,260.39,completed,mastercard,246.39.89.147,FRAUD-SCORE-0.785,5200828282828210,CA,FedEx,lost
NW-2026-02-C904,2026-02-21,Customer-6603,121.12,cancelled,mastercard,172.2.1.173,FRAUD-SCORE-0.409,4111111111111111,DE,FedEx,returned
NW-2026-02-A122,2026-02-19,Customer-2692,224.11,refunded,mastercard,167.152.158.37,FRAUD-SCORE-0.551,5200828282828210,AU,USPS,in_transit
NW-2026-02-A109,2026-02-06,Customer-7430,39.74,refunded,visa,19.147.32.139,FRAUD-SCORE-0.752,4111111111111111,AU,UPS,in_transit
NW-2026-02-I485,2026-02-14,Customer-7985,222.31,refunded,visa,2.224.167.216,FRAUD-SCORE-0.843,4000000000000000,US,USPS,delivered
NW-2026-02-B947,2026-02-16,Customer-3424,154.61,cancelled,visa,3.91.214.129,FRAUD-SCORE-0.367,4000000000000000,US,DHL,delivered
NW-2026-02-G933,2026-02-16,Customer-9274,428.72,refunded,mastercard,109.67.244.127,FRAUD-SCORE-0.544,4000000000000000,US,DHL,returned
NW-2026-02-I593,2026-02-15,Customer-3984,30.06,disputed,mastercard,82.183.109.52,FRAUD-SCORE-0.358,5200828282828210,US,DHL,returned
NW-2026-02-D225,2026-02-11,Customer-1988,73.02,disputed,amex,75.252.168.76,FRAUD-SCORE-0.563,4000000000000000,US,DHL,in_transit
NW-2026-02-F636,2026-02-08,Customer-3617,470.69,refunded,amex,138.244.43.21,FRAUD-SCORE-0.312,4000000000000000,US,USPS,returned
NW-2026-02-C585,2026-02-03,Customer-4565,443.12,refunded,paypal,153.228.39.226,FRAUD-SCORE-0.283,5200828282828210,US,UPS,lost
NW-2026-02-H546,2026-02-18,Customer-1132,207.29,disputed,paypal,45.92.200.163,FRAUD-SCORE-0.479,5200828282828210,AU,FedEx,delivered
NW-2026-02-I977,2026-02-19,Customer-8815,360.70,cancelled,mastercard,253.17.17.203,FRAUD-SCORE-0.399,4000000000000000,AU,DHL,in_transit
NW-2026-02-K147,2026-02-11,Customer-9480,138.71,refunded,mastercard,78.93.63.72,FRAUD-SCORE-0.196,4000000000000000,AU,DHL,lost
NW-2026-02-E919,2026-02-01,Customer-1939,192.18,refunded,paypal,19.61.94.40,FRAUD-SCORE-0.879,4111111111111111,US,UPS,in_transit
NW-2026-02-I926,2026-02-10,Customer-7719,261.13,refunded,paypal,198.138.4.167,FRAUD-SCORE-0.580,4111111111111111,AU,FedEx,lost
NW-2026-02-J414,2026-02-14,Customer-3840,309.51,cancelled,amex,186.120.83.233,FRAUD-SCORE-0.744,4111111111111111,DE,USPS,in_transit
NW-2026-02-G329,2026-02-22,Customer-5691,71.55,completed,visa,192.86.201.218,FRAUD-SCORE-0.327,4000000000000000,AU,UPS,returned
NW-2026-02-C714,2026-02-04,Customer-1265,302.47,refunded,paypal,165.174.125.132,FRAUD-SCORE-0.704,5200828282828210,GB,UPS,returned
NW-2026-02-K746,2026-02-09,Customer-2620,411.54,disputed,visa,55.138.66.54,FRAUD-SCORE-0.616,5200828282828210,CA,DHL,returned
NW-2026-02-A833,2026-02-10,Customer-2939,269.08,completed,paypal,78.239.77.148,FRAUD-SCORE-0.653,4000000000000000,AU,USPS,lost
NW-2026-02-E519,2026-02-04,Customer-1213,44.31,cancelled,amex,119.154.117.192,FRAUD-SCORE-0.413,5200828282828210,CA,USPS,lost
NW-2026-02-D817,2026-02-15,Customer-7444,467.28,cancelled,mastercard,36.82.242.92,FRAUD-SCORE-0.211,4000000000000000,CA,UPS,in_transit
NW-2026-02-F824,2026-02-11,Customer-4290,152.33,disputed,paypal,164.38.159.69,FRAUD-SCORE-0.443,4000000000000000,AU,DHL,in_transit
NW-2026-02-A485,2026-02-23,Customer-6349,84.14,completed,amex,57.139.206.155,FRAUD-SCORE-0.721,4000000000000000,GB,UPS,delivered
NW-2026-02-B736,2026-02-08,Customer-8481,128.86,cancelled,paypal,156.198.34.75,FRAUD-SCORE-0.148,4111111111111111,AU,FedEx,in_transit
NW-2026-02-K764,2026-02-23,Customer-4551,85.18,refunded,visa,75.142.140.26,FRAUD-SCORE-0.278,5200828282828210,AU,USPS,lost
NW-2026-02-E381,2026-02-25,Customer-9381,138.63,refunded,mastercard,217.213.206.190,FRAUD-SCORE-0.357,5200828282828210,US,DHL,returned
NW-2026-02-K617,2026-02-22,Customer-4900,194.54,refunded,paypal,134.101.41.237,FRAUD-SCORE-0.691,4111111111111111,US,UPS,lost
NW-2026-02-H929,2026-02-09,Customer-1971,197.65,completed,amex,188.70.24.78,FRAUD-SCORE-0.746,4000000000000000,DE,DHL,delivered
NW-2026-02-F961,2026-02-04,Customer-5022,171.77,completed,amex,218.37.32.213,FRAUD-SCORE-0.780,4111111111111111,AU,UPS,delivered
NW-2026-02-G681,2026-02-23,Customer-7159,340.85,cancelled,amex,242.73.51.197,FRAUD-SCORE-0.206,4111111111111111,CA,USPS,delivered
NW-2026-02-J758,2026-02-25,Customer-4008,256.78,disputed,amex,21.157.199.192,FRAUD-SCORE-0.894,4000000000000000,DE,DHL,lost
NW-2026-02-D316,2026-02-01,Customer-9402,488.02,completed,paypal,25.105.181.81,FRAUD-SCORE-0.574,5200828282828210,DE,USPS,lost
NW-2026-02-B738,2026-02-05,Customer-1229,370.48,cancelled,mastercard,43.164.179.52,FRAUD-SCORE-0.424,5200828282828210,DE,FedEx,returned
NW-2026-02-G264,2026-02-11,Customer-6493,138.27,disputed,visa,45.147.157.165,FRAUD-SCORE-0.247,5200828282828210,CA,USPS,delivered
NW-2026-02-H955,2026-02-22,Customer-5716,109.93,cancelled,mastercard,70.145.121.97,FRAUD-SCORE-0.724,4111111111111111,DE,USPS,returned
NW-2026-02-A206,2026-02-08,Customer-2111,234.40,disputed,amex,156.35.124.13,FRAUD-SCORE-0.192,4000000000000000,US,FedEx,lost
NW-2026-02-K616,2026-02-11,Customer-8935,440.19,disputed,mastercard,59.40.159.219,FRAUD-SCORE-0.158,4111111111111111,GB,DHL,lost
NW-2026-02-E937,2026-02-09,Customer-8049,265.42,cancelled,amex,86.174.80.80,FRAUD-SCORE-0.149,4111111111111111,DE,DHL,returned
NW-2026-02-J232,2026-02-25,Customer-9933,92.33,refunded,visa,211.176.24.184,FRAUD-SCORE-0.126,4000000000000000,US,FedEx,lost
NW-2026-02-F961,2026-02-05,Customer-9343,486.51,disputed,mastercard,119.240.42.111,FRAUD-SCORE-0.224,4000000000000000,AU,UPS,delivered
NW-2026-02-B956,2026-02-01,Customer-2228,351.60,disputed,paypal,157.78.226.190,FRAUD-SCORE-0.803,5200828282828210,DE,DHL,lost
NW-2026-02-B963,2026-02-20,Customer-3655,81.11,disputed,paypal,130.31.151.179,FRAUD-SCORE-0.355,4111111111111111,AU,USPS,in_transit
NW-2026-02-G521,2026-02-21,Customer-1763,273.30,disputed,mastercard,226.178.181.103,FRAUD-SCORE-0.137,4000000000000000,CA,DHL,in_transit
NW-2026-02-E481,2026-02-09,Customer-5472,348.99,completed,amex,191.53.207.94,FRAUD-SCORE-0.351,4111111111111111,GB,FedEx,delivered
NW-2026-02-D208,2026-02-27,Customer-7278,408.27,completed,mastercard,15.45.109.31,FRAUD-SCORE-0.231,5200828282828210,US,DHL,delivered
NW-2026-02-A627,2026-02-14,Customer-3922,336.59,completed,mastercard,54.100.168.109,FRAUD-SCORE-0.601,4000000000000000,AU,USPS,in_transit
NW-2026-02-K776,2026-02-04,Customer-1224,457.91,completed,amex,22.197.69.245,FRAUD-SCORE-0.187,4000000000000000,AU,USPS,returned
NW-2026-02-C359,2026-02-07,Customer-4718,450.23,disputed,mastercard,29.135.153.59,FRAUD-SCORE-0.681,4000000000000000,GB,DHL,delivered
NW-2026-02-F246,2026-02-05,Customer-6025,284.86,disputed,paypal,165.248.164.144,FRAUD-SCORE-0.595,4000000000000000,DE,FedEx,delivered
NW-2026-02-H993,2026-02-27,Customer-5732,464.15,cancelled,paypal,171.20.158.150,FRAUD-SCORE-0.695,4111111111111111,GB,USPS,returned
NW-2026-02-I466,2026-02-11,Customer-9624,152.03,disputed,paypal,60.247.158.102,FRAUD-SCORE-0.556,4000000000000000,GB,UPS,in_transit
NW-2026-02-A606,2026-02-06,Customer-3315,203.82,refunded,visa,166.160.208.56,FRAUD-SCORE-0.616,4000000000000000,GB,UPS,in_transit
NW-2026-02-J480,2026-02-28,Customer-3393,151.46,disputed,paypal,223.236.133.87,FRAUD-SCORE-0.586,4111111111111111,DE,UPS,lost
NW-2026-02-G776,2026-02-07,Customer-6453,450.19,refunded,amex,36.116.74.79,FRAUD-SCORE-0.557,4111111111111111,AU,USPS,returned
NW-2026-02-I377,2026-02-19,Customer-7806,307.54,completed,mastercard,85.150.24.24,FRAUD-SCORE-0.881,4111111111111111,CA,FedEx,lost
NW-2026-02-H801,2026-02-07,Customer-3150,84.50,refunded,visa,19.193.62.86,FRAUD-SCORE-0.596,5200828282828210,US,FedEx,in_transit
NW-2026-02-B520,2026-02-14,Customer-2486,307.62,refunded,visa,77.219.173.2,FRAUD-SCORE-0.502,4111111111111111,CA,DHL,returned
NW-2026-02-C823,2026-02-16,Customer-3996,343.55,disputed,paypal,155.66.95.163,FRAUD-SCORE-0.652,4000000000000000,GB,UPS,delivered
NW-2026-02-G989,2026-02-24,Customer-2988,456.13,completed,visa,146.61.238.238,FRAUD-SCORE-0.755,5200828282828210,CA,USPS,returned
NW-2026-02-B947,2026-02-27,Customer-1052,350.65,refunded,visa,61.160.188.222,FRAUD-SCORE-0.801,4000000000000000,DE,UPS,delivered
NW-2026-02-D123,2026-02-11,Customer-4861,290.33,completed,mastercard,125.118.60.23,FRAUD-SCORE-0.491,4000000000000000,CA,DHL,delivered
NW-2026-02-B811,2026-02-12,Customer-7640,320.16,completed,paypal,150.246.37.235,FRAUD-SCORE-0.303,4000000000000000,GB,USPS,lost
NW-2026-02-E710,2026-02-08,Customer-5823,462.82,cancelled,mastercard,16.220.241.41,FRAUD-SCORE-0.329,5200828282828210,DE,UPS,returned
NW-2026-02-C190,2026-02-04,Customer-5062,161.73,cancelled,paypal,18.105.212.132,FRAUD-SCORE-0.419,4000000000000000,CA,UPS,lost
NW-2026-02-B552,2026-02-24,Customer-1499,234.84,completed,amex,59.175.159.231,FRAUD-SCORE-0.345,5200828282828210,GB,UPS,in_transit
NW-2026-02-F247,2026-02-22,Customer-4094,150.66,refunded,amex,29.10.190.191,FRAUD-SCORE-0.570,5200828282828210,GB,DHL,delivered
NW-2026-02-G461,2026-02-14,Customer-2611,91.69,disputed,visa,69.95.41.197,FRAUD-SCORE-0.382,4111111111111111,AU,UPS,returned
NW-2026-02-K400,2026-02-23,Customer-7154,216.40,disputed,amex,74.225.215.245,FRAUD-SCORE-0.721,4111111111111111,GB,UPS,delivered
NW-2026-02-B747,2026-02-13,Customer-4507,389.34,disputed,paypal,27.82.235.111,FRAUD-SCORE-0.346,5200828282828210,US,USPS,returned
NW-2026-02-D355,2026-02-15,Customer-3111,255.33,disputed,amex,75.44.165.202,FRAUD-SCORE-0.612,4000000000000000,GB,UPS,returned
NW-2026-02-K333,2026-02-09,Customer-2235,137.28,cancelled,mastercard,88.40.251.126,FRAUD-SCORE-0.841,4000000000000000,CA,FedEx,returned
NW-2026-02-C901,2026-02-22,Customer-2430,55.45,completed,visa,232.148.230.175,FRAUD-SCORE-0.344,5200828282828210,DE,USPS,in_transit
NW-2026-02-A878,2026-02-08,Customer-4093,85.59,refunded,mastercard,135.230.243.121,FRAUD-SCORE-0.386,5200828282828210,GB,FedEx,in_transit
NW-2026-02-C245,2026-02-19,Customer-7905,352.94,refunded,amex,243.49.169.178,FRAUD-SCORE-0.239,5200828282828210,GB,USPS,delivered
NW-2026-02-I449,2026-02-03,Customer-9945,387.02,cancelled,paypal,69.198.18.114,FRAUD-SCORE-0.457,4000000000000000,CA,FedEx,lost
NW-2026-02-K149,2026-02-16,Customer-8361,279.46,cancelled,amex,116.237.145.124,FRAUD-SCORE-0.218,4111111111111111,US,USPS,delivered
NW-2026-02-I446,2026-02-19,Customer-5063,462.03,completed,amex,35.138.214.252,FRAUD-SCORE-0.197,4111111111111111,GB,FedEx,returned
NW-2026-02-J290,2026-02-15,Customer-1350,111.76,disputed,amex,109.160.115.47,FRAUD-SCORE-0.825,4000000000000000,DE,UPS,lost
NW-2026-02-H183,2026-02-04,Customer-7112,240.10,cancelled,paypal,229.60.22.159,FRAUD-SCORE-0.866,4000000000000000,CA,FedEx,lost
NW-2026-02-A405,2026-02-23,Customer-7298,287.60,cancelled,paypal,46.72.32.119,FRAUD-SCORE-0.460,4000000000000000,AU,UPS,in_transit
NW-2026-02-D418,2026-02-27,Customer-3970,62.47,refunded,amex,254.27.138.87,FRAUD-SCORE-0.463,4000000000000000,GB,DHL,delivered
NW-2026-02-C148,2026-02-14,Customer-2780,76.67,refunded,amex,41.154.113.1,FRAUD-SCORE-0.723,4000000000000000,US,FedEx,in_transit
NW-2026-02-F447,2026-02-24,Customer-6265,370.73,cancelled,paypal,92.250.97.29,FRAUD-SCORE-0.609,4000000000000000,DE,DHL,returned
NW-2026-02-K785,2026-02-28,Customer-3649,164.00,refunded,mastercard,188.63.212.89,FRAUD-SCORE-0.353,4111111111111111,DE,USPS,lost
NW-2026-02-H789,2026-02-11,Customer-5587,445.50,disputed,paypal,170.252.20.216,FRAUD-SCORE-0.343,5200828282828210,CA,DHL,delivered
NW-2026-02-K460,2026-02-10,Customer-4007,391.86,completed,amex,227.168.147.20,FRAUD-SCORE-0.214,4000000000000000,CA,UPS,lost
NW-2026-02-J312,2026-02-22,Customer-1800,459.23,disputed,mastercard,211.140.143.8,FRAUD-SCORE-0.788,4000000000000000,CA,DHL,lost
NW-2026-02-J335,2026-02-23,Customer-6961,284.66,completed,visa,74.99.27.149,FRAUD-SCORE-0.784,4000000000000000,AU,FedEx,delivered
NW-2026-02-E573,2026-02-24,Customer-6457,374.74,completed,amex,176.61.214.195,FRAUD-SCORE-0.644,4111111111111111,AU,UPS,in_transit
NW-2026-02-G235,2026-02-13,Customer-1196,396.01,refunded,paypal,180.82.105.117,FRAUD-SCORE-0.527,4000000000000000,GB,FedEx,delivered
NW-2026-02-K194,2026-02-05,Customer-9380,175.01,completed,amex,104.36.22.180,FRAUD-SCORE-0.682,4000000000000000,DE,USPS,in_transit
NW-2026-02-C625,2026-02-04,Customer-1098,444.10,completed,paypal,104.81.6.36,FRAUD-SCORE-0.257,4000000000000000,AU,USPS,returned
NW-2026-02-C824,2026-02-07,Customer-1200,380.65,completed,mastercard,233.231.31.191,FRAUD-SCORE-0.118,4000000000000000,DE,DHL,returned
NW-2026-02-J123,2026-02-04,Customer-3924,345.24,cancelled,mastercard,46.211.104.73,FRAUD-SCORE-0.445,4000000000000000,US,USPS,delivered
NW-2026-02-I888,2026-02-23,Customer-3715,273.45,refunded,amex,242.216.49.19,FRAUD-SCORE-0.390,4111111111111111,GB,USPS,lost
NW-2026-02-F549,2026-02-26,Customer-9116,311.19,completed,mastercard,166.159.59.113,FRAUD-SCORE-0.399,4000000000000000,AU,DHL,delivered
NW-2026-02-E597,2026-02-08,Customer-2581,451.47,cancelled,amex,82.77.111.127,FRAUD-SCORE-0.499,4111111111111111,CA,FedEx,lost
NW-2026-02-A845,2026-02-06,Customer-6224,296.59,completed,amex,209.251.7.151,FRAUD-SCORE-0.354,4111111111111111,US,DHL,returned
NW-2026-02-C979,2026-02-17,Customer-1709,69.18,cancelled,amex,117.98.214.255,FRAUD-SCORE-0.884,4000000000000000,DE,DHL,returned
NW-2026-02-D367,2026-02-22,Customer-5352,60.71,refunded,amex,213.68.143.200,FRAUD-SCORE-0.389,5200828282828210,AU,UPS,lost
NW-2026-02-D981,2026-02-01,Customer-4674,445.20,refunded,amex,241.43.165.199,FRAUD-SCORE-0.756,4000000000000000,GB,UPS,in_transit
NW-2026-02-J495,2026-02-24,Customer-9096,287.21,completed,mastercard,204.136.239.144,FRAUD-SCORE-0.860,4000000000000000,DE,FedEx,lost
NW-2026-02-B511,2026-02-21,Customer-4586,448.87,refunded,amex,121.29.202.24,FRAUD-SCORE-0.293,4000000000000000,CA,USPS,returned
NW-2026-02-G717,2026-02-05,Customer-6133,399.50,refunded,amex,63.185.98.238,FRAUD-SCORE-0.383,4000000000000000,AU,FedEx,delivered
NW-2026-02-B891,2026-02-20,Customer-1157,148.44,disputed,amex,93.129.152.128,FRAUD-SCORE-0.175,5200828282828210,AU,UPS,in_transit
NW-2026-02-B493,2026-02-08,Customer-3392,159.51,refunded,visa,6.146.153.88,FRAUD-SCORE-0.271,4111111111111111,CA,DHL,delivered
NW-2026-02-H195,2026-02-08,Customer-1559,329.12,completed,amex,12.0.65.23,FRAUD-SCORE-0.365,5200828282828210,GB,FedEx,in_transit
NW-2026-02-I348,2026-02-06,Customer-3307,103.27,cancelled,visa,20.54.217.32,FRAUD-SCORE-0.656,4000000000000000,CA,UPS,lost
NW-2026-02-G375,2026-02-22,Customer-4195,172.75,completed,paypal,185.56.54.15,FRAUD-SCORE-0.662,4000000000000000,CA,UPS,in_transit
NW-2026-02-I923,2026-02-08,Customer-5319,386.22,cancelled,paypal,144.111.160.77,FRAUD-SCORE-0.497,4000000000000000,CA,UPS,returned
NW-2026-02-F140,2026-02-27,Customer-8812,30.41,cancelled,paypal,111.70.80.66,FRAUD-SCORE-0.597,4000000000000000,GB,FedEx,returned
NW-2026-02-J990,2026-02-17,Customer-2891,80.58,cancelled,paypal,123.221.30.137,FRAUD-SCORE-0.142,5200828282828210,DE,USPS,in_transit
NW-2026-02-A957,2026-02-26,Customer-3856,143.54,refunded,paypal,130.68.73.34,FRAUD-SCORE-0.669,4111111111111111,US,FedEx,delivered
NW-2026-02-D812,2026-02-11,Customer-8683,166.25,refunded,paypal,116.20.34.92,FRAUD-SCORE-0.269,4111111111111111,US,UPS,returned
NW-2026-02-K480,2026-02-13,Customer-4623,208.35,disputed,paypal,243.21.195.152,FRAUD-SCORE-0.678,4111111111111111,DE,DHL,delivered
NW-2026-02-J493,2026-02-05,Customer-4003,304.82,completed,paypal,26.121.110.102,FRAUD-SCORE-0.806,4000000000000000,CA,FedEx,lost
NW-2026-02-J507,2026-02-10,Customer-9615,110.75,cancelled,mastercard,93.31.215.202,FRAUD-SCORE-0.465,5200828282828210,DE,FedEx,returned
NW-2026-02-I219,2026-02-05,Customer-3962,50.02,cancelled,amex,17.89.232.187,FRAUD-SCORE-0.358,4111111111111111,CA,USPS,delivered
NW-2026-02-K676,2026-02-12,Customer-4603,230.69,disputed,mastercard,251.75.82.71,FRAUD-SCORE-0.139,4000000000000000,US,FedEx,in_transit
NW-2026-02-E621,2026-02-28,Customer-5417,402.37,completed,mastercard,16.235.91.124,FRAUD-SCORE-0.275,4111111111111111,CA,USPS,in_transit
NW-2026-02-J584,2026-02-01,Customer-5610,358.76,completed,mastercard,250.25.54.237,FRAUD-SCORE-0.168,4111111111111111,GB,FedEx,in_transit
NW-2026-02-H741,2026-02-20,Customer-8431,65.64,disputed,mastercard,30.232.23.31,FRAUD-SCORE-0.142,4000000000000000,DE,USPS,delivered
NW-2026-02-H413,2026-02-16,Customer-3735,66.46,cancelled,amex,95.168.175.188,FRAUD-SCORE-0.372,4000000000000000,CA,FedEx,lost
NW-2026-02-I487,2026-02-06,Customer-8106,293.89,refunded,amex,234.156.163.6,FRAUD-SCORE-0.153,5200828282828210,AU,USPS,returned
NW-2026-02-D663,2026-02-10,Customer-3095,499.95,disputed,visa,186.74.154.162,FRAUD-SCORE-0.376,4000000000000000,US,FedEx,returned
NW-2026-02-K672,2026-02-28,Customer-3715,105.59,disputed,visa,228.36.25.227,FRAUD-SCORE-0.125,4111111111111111,DE,UPS,in_transit
NW-2026-02-C719,2026-02-14,Customer-7109,364.81,cancelled,mastercard,138.193.38.10,FRAUD-SCORE-0.523,4000000000000000,US,UPS,returned
NW-2026-02-J679,2026-02-23,Customer-2977,452.76,cancelled,mastercard,212.214.218.156,FRAUD-SCORE-0.323,4000000000000000,GB,USPS,delivered
NW-2026-02-D154,2026-02-08,Customer-6538,149.17,cancelled,amex,114.105.119.2,FRAUD-SCORE-0.410,4111111111111111,AU,DHL,delivered
NW-2026-02-G637,2026-02-26,Customer-4283,84.16,refunded,mastercard,22.7.47.251,FRAUD-SCORE-0.456,4000000000000000,AU,UPS,lost
NW-2026-02-E119,2026-02-06,Customer-1572,311.61,refunded,mastercard,54.128.29.223,FRAUD-SCORE-0.457,4000000000000000,GB,USPS,returned
